,Valence Evaluation,Equality,Formality and Regulation,Concreteness,Goods Exchange,Coercion,Activeness,Activity Intensity,Communal Sharing,Uniqueness,Service Exchange,Importance for society,Endurance,Trust,Socioemotional,Expected Reciprocity,Love Expression,Generation Gap,Importance for individuals,Synchronicity,Attachment,Intimacy,Strategic,Information Exchange,Mating,Affiliation Coalition,Male Evaluation,Spatial Distance,Visibility,Money Exchange,Conflict,Negotiation,Occupational,Morality,Female Evaluation
嫌犯-捕快,-2.146227123821821,0.023091555622646046,1.2928221586188235,1.4397375472185243,-0.22594757688126504,1.8036080958837102,-1.9067675092127192,-1.358673281031812,-1.4050117193631868,-1.3453842563465295,-1.5212665757380677,1.7027871588937094,-1.4322556558067618,-2.016420379162987,-1.3504086473013004,-1.944005236801163,-1.1950314170451277,-1.0100295310101755,-0.9630819326088762,1.1930171198715627,-1.3459162397461895,-1.2449193708258608,1.666655101435019,-2.178591509662679,-0.744571098137844,-1.9660211978159332,0.22702062534821366,0.03247559726143202,0.9017095625116417,-1.0607024556057159,2.1765981365715956,-2.0959180936258863,1.624674911496641,-0.9194959313498694,-0.407195013633054
同父异母(或同母异父)的子女之间,-1.1493308022707,0.3775747508613642,-0.07959251004241408,-0.18449178936304028,-0.5698260831317274,-0.5447335177408413,-1.4685406510450734,0.9564002883245614,0.9217634752591699,1.394114403628727,-1.3427276241438213,-0.947900062520131,1.075399970475103,0.10894851134039171,1.0641413639666428,-0.03446819283968278,0.6957799479521745,-0.6640755725239036,0.06936653080955073,-0.688481367638282,0.8404027697540133,0.933612438380334,-0.46795310027216647,0.4158113425349263,0.749749950138303,0.5085898439462723,-1.187210800795919,0.07503434367258384,-0.06596805156860368,-0.8208512910000028,0.2463563287299674,0.08785249498014217,-0.9631789133097717,-0.14584997087753168,-0.014334072866819448
同场次中科举者之间,-0.6466585045394146,1.5225147262875693,0.3125259667179395,0.05577882255730929,-0.17551206263119726,-1.253117558214363,-0.7435727622245237,-0.6034648156883738,0.2588520518856308,-0.23403505037993963,-0.9978228312912999,0.9228734187469447,0.22131508376323925,-0.12527581536814386,-0.4083383150361029,1.6295569454696075,-0.3914365869212744,-1.154177013712789,0.04393676570072273,1.5038251296077025,-0.01455855497271957,-0.384420293971776,0.20822713753569969,0.5855386319310312,-0.7338205869991667,0.644364963051809,2.337686258324653,-0.9767746747744434,1.2260123304736696,-0.7146876607646871,0.7149450972260418,1.4056450915527456,0.5266993838253343,0.4569293970978479,-0.9964864247824059
罪犯-受害人,-2.3363132868294496,0.14940165967322375,-0.3456729049869399,0.867893490848092,0.3471832668695054,2.5653635366668808,-2.004151255472196,-1.4620649161681163,-1.4928145568961058,-1.1532992084016866,-1.1682463759948987,0.1888369574323429,-1.4088560698694506,-2.003407916568068,-1.1881192203144386,-2.074944919815665,-1.2226057494513385,-1.0718070235970096,-1.0444571809571264,1.1208652604685303,-1.3799445511780994,-1.2407218143534018,1.3661305512981896,-2.188290211913885,-0.4059299972695085,-1.9616413552641416,-1.1530299808286892,0.29390789664421957,-2.142551904486752,0.2604449428782122,2.430237928693324,-2.08516060304162,-0.5064988265792284,-2.419324909934279,-0.6527331016119506
店主-顾客,0.9923066342819192,0.7646541019841026,-0.1449455895024731,1.4109050737880826,1.5943159828711824,-0.7970346828409998,0.5115955228976222,-0.8147433744451689,-1.4533032800062922,-1.6014976536063197,1.9156082424511744,0.11747230147120098,-1.2450589683082713,-0.1339507904314232,-1.140619875830479,0.8602863077594108,-1.1910922267013835,-0.9400150394117633,-0.8511909661300318,1.0431632580344954,-1.0779432872199,-0.6530639082091487,0.9551190341992907,-0.15156273916062477,-0.6800680313057801,-0.7352854407625177,-0.9436724585294067,0.9018899882320968,1.3724716450371666,1.990518917083356,-0.9874507956587795,1.0506479022719624,1.4530150207397703,0.025016621619426364,-0.3089797784414954
将领-士兵,0.3840309126575067,-1.081103224948534,1.4515367801646815,-0.07396730787967962,-0.28555318463134527,0.8380709448273346,-1.2250812853963813,0.7451217295677665,-0.08357901449275397,-1.1715930224916717,0.8159706087684299,2.115682668383173,-0.08677946441136006,1.2974200950096277,-0.30938134736118716,-0.29089173874308155,-0.09599731114044588,1.1604197085406014,0.9543223565967743,1.34287098170863,0.5681762782987353,0.010150014439365253,1.2026098401943264,0.6922243566942972,-0.6800680313057801,1.7218062307925213,2.051421891099104,0.8714908836527028,1.3515488858138098,-0.6281839620544301,-0.33400590748076725,-0.5468394494915607,1.4918814110998162,0.9885143515328291,-0.8327943661298082
狐朋狗友之间,0.39247918656895664,1.7832839733597294,-1.900142580715485,0.37293603029217115,0.7139870068699984,-0.4719543355004111,1.2744348685968576,0.1517436496550647,0.16226893059941955,-0.02822964186760819,-1.0749191967524518,-1.9266153442729335,-0.6249699409695207,0.07424861108727518,0.5020657875731216,0.6638767832376586,0.49094205007746666,-1.1212290176664772,-0.5307759257587958,0.32164466400417147,0.04073745110413375,0.7321297277023043,-0.03926366845933625,0.8134581348343726,-0.4489320418242178,0.6750238609143494,0.5474658125409927,1.0782047947925806,-1.9124015530298284,0.6143237103292644,-0.32110896889830653,1.152844062822491,-0.8336242787762843,-2.371861967574013,-0.23531835204782642
同僚之间,-0.3256240959043081,1.0946901803098057,0.34520250644796896,-0.3334595687536574,0.30591784611944994,-0.7096996641524834,-0.007784457152920787,1.1766694240497308,0.3071436125287363,-0.2934899461723909,-0.7827645486891396,1.4173285350491416,0.7400059053736403,0.5600472146309047,-0.578544299436958,2.1860505982812386,-0.08417974010921267,-0.9400150394117633,0.34909394700666163,0.565850957368281,-0.12089702819743764,-0.38861785044423497,1.215868276229775,0.5321957695493985,-0.7338205869991667,0.6049463800856855,1.7437945113940354,0.42158413587767346,0.7814036969773409,-0.19173348219813227,0.28074816494986266,1.4701900350583423,1.2198166785794926,0.6325422838308328,-0.8491635719950679
敌人之间,-2.2898477803164736,1.135435375164831,-0.32233251946549024,0.445017213868276,0.6818916796199556,2.172355952568557,-0.9112892141158448,-0.3112710642162099,-1.1459933486410752,-0.7599822054670088,-1.533439686074039,0.4844905321285019,-0.1257787743068788,-1.9556955537200331,-0.44396282339907256,-1.463893065747991,-1.1950314170451277,-0.7258530651107379,-0.8206752479994379,0.5325500991822665,-1.1587605268706858,-1.2029438061012712,1.8257563338603993,-2.227085020918709,-0.7338205869991667,-1.9923002531266822,-0.6702258987915685,-1.7975504984180772,0.2583347163934243,-0.21925738633321412,2.4689287444407064,-1.2891062998059248,-0.5842316072993208,-1.5365141820333292,-0.23531835204782642
泛泛之交之间,0.0571883157082779,0.987224728879677,-0.7984763841030628,-0.1556593159325984,-0.8701466452571313,-0.780659366836903,-0.4473638673519482,-0.6647131212854234,-0.20485668383509845,-0.998373470327126,-0.7137835901186352,-1.639882351571917,-0.581583208710756,-0.681016405359461,-0.3603441857137688,-0.033104237808281686,-0.2786772633315915,-0.41542116486189573,-1.172877494756709,-1.5022710895590223,-0.8408084919287788,-0.6551626864453783,-0.37403917835440714,-1.1444673821278393,-0.4301186473315325,-0.6805374088651238,-0.10196976683637314,-1.8568287523478955,-0.29873374792844637,-0.37604534024555536,-0.43019557440828715,0.6082461019940171,-0.7963773213479066,-0.6548900276913858,0.7652493564661774
青梅竹马之间,1.0456363633479482,1.5464525282648962,-0.8562438382686506,-1.2260648920377568,-1.0352083282573532,-0.900745017533613,1.2507652080476792,1.2823087034281286,1.7163791549320881,1.2757762937341364,0.4411402530066457,-1.2671294610605959,0.7390309226262526,0.7584872692034138,1.29619545316432,-0.2233759646887292,1.4983899804900915,-1.068718148967668,1.2931739766719104,0.5394877779710194,1.2599080466255261,1.3092937426654099,-1.189432994534481,0.628576623170758,1.7529070207661304,0.08812495897428674,-0.9623650944489855,1.0364060259959142,-1.257911491074203,-1.0528384829956927,-0.8751399555031836,1.043924470656796,-0.920263940620554,0.41836575643013196,-0.5882793535174903
掮客-客户,0.2995481735430048,0.061290175799231975,1.1708686442692495,1.4445429594569315,1.8585293018402873,0.016272678695808975,0.7942788974563815,-0.2904803549768446,-0.5456414470097408,-0.7514069801123283,1.4636815212282384,-0.09152419098642878,-0.6210700099799689,0.07045330949709061,-1.179707878062071,1.906439816844022,-0.7750152466433833,-0.12815582433311642,0.274711884063339,0.35841436158456313,-0.8025266415678803,-0.6976629457290251,1.3412709837317238,0.8795305439207133,-0.3515055346299546,0.4231829141863375,0.4604115366869545,-0.14687911975699136,0.2544116990390452,1.698568933936238,-0.2851050153556035,1.358581070246581,1.1712336906294347,-0.25442145152664036,-0.21997222154914534
普通朋友之间,0.45161710394910787,1.0101439009856286,-1.2553644306854392,-0.18268975977363777,-0.6019214103817707,-0.6441984001360961,0.32561961858264915,0.04329481497405005,0.20013390428549102,-0.6073431941536963,0.02116794641563445,-1.0664163661698844,0.25641446266920626,0.06557363602399612,0.6371420484493815,0.10806510794172776,0.49241924645637075,-0.5729537709583231,-0.19446728219454223,-0.9278312858502643,0.044459297666998854,0.36956578739366264,-0.6126910269924776,-0.3752390598290632,-0.08543038394769101,-0.2814242563331222,0.09029734547929442,-1.0018539360524434,-0.5341147891912088,-0.30969307134848306,-0.570449781492548,0.6990124287987628,-0.5959724960539181,-0.14762983121604156,0.27724240660812033
故旧朋友之间,0.827037275889175,1.5510363626860866,-1.2081001500045037,-1.177410093123886,-0.48844150331911806,-0.502278994767257,0.964700453410466,0.8575039416724445,1.1335878208073376,1.033954938732147,0.3909261728707639,-0.8657032712791729,1.212872537856807,0.929275840761721,1.0290116404420475,0.34743921595261335,1.3211264150215944,-0.7165864412227128,1.3789994339142058,0.014999261541283962,1.302975128281537,1.3140159936969262,-1.040275589135687,1.0813847845239382,0.05970151642445277,0.4330375599278684,0.3210178802580955,-0.3794322697893543,-1.7875188339154184,-0.9024400068289954,-0.8171037318821102,1.1830995050907394,-0.9785635261606234,0.6586469021289793,0.47981132919071007
婆婆-儿媳,-0.42753139996117584,-1.176345117922155,0.28860207155845363,0.32548258443790207,-0.5864468776004998,0.9987916389416183,0.4047439124184741,1.4289674902247338,0.4075681079570124,1.4146949444799601,0.6830808209340762,-0.1374014698185914,1.3708197429336586,-0.25160513972714577,0.20964794809374562,-0.24178935761264347,0.474692889909521,2.072667349072854,0.4864146785943342,-0.034952025737738465,0.6426132095560378,0.4120660466773095,-0.1154996756631642,0.1975905418827913,1.1058606316069892,0.22116267648495397,-1.2123123404593534,1.3852357510444586,-0.9224935072747666,-0.482208970480871,0.8756194570658655,-1.1465695495643984,-0.7635838044816176,-0.19568606035581101,6.022833665314301
行侠仗义之人-受助者,0.945841127768943,0.730530001293019,-1.1713390428082204,0.17951818769628958,-0.17379267009994506,-0.7315334188246125,0.702981635338122,-0.7456283140007918,1.4249834878697127,-0.4735696786206809,0.7789440648298505,-0.6363168771183598,-1.2089846066549161,0.5437816363872562,0.34769291800025304,-1.1747345990909668,0.5234403704133578,-0.32275492598164435,0.022957209485939316,-0.30968410577236183,-0.3240035120566491,0.37428803842517894,-1.000500281029342,-0.18429585925844502,0.18064476673457258,-0.4489532339391476,0.2585310687555035,-0.3657526727286271,-0.9636851894957501,0.10169099581336506,-0.9428488830611026,0.1967720871458369,-0.7890898731553979,0.9683426010297157,0.4982266857891273
官民之间,-0.43228355403636654,-1.290940978451913,1.0343273889687692,0.23898516414657617,0.28528513574442216,1.0315422709498119,-0.08826130302012739,-0.5787407290253445,-0.3382072433382194,-1.2299045549034988,0.45027008575862426,1.4912419287231815,0.3792622888400908,-0.5980619563168547,-0.6275279984360412,0.8446008248982988,0.11130258069910205,-0.0030564018447770303,0.1659996382230982,-0.6156357403563741,0.006177447306100358,-0.338771867333785,0.7247537080833754,-0.2552176194703889,-0.13380768407173893,-0.16316850743475134,-0.04909631094956456,-0.5162282403966266,0.6663285212488793,0.769637169377226,0.7643833617921415,-0.69878900399432,0.9744725894317006,-0.00346114379673321,-0.3120490045412316
父母-子女,1.0979100581750463,-0.8829797149659744,-0.9927850935691308,-0.2908115351377952,-0.5142323912879028,-0.21298174536154652,1.5550894151085441,1.8487150524357074,1.4941282224268866,1.7645641389509235,0.9798003853733775,1.0324691404015554,1.5287669480105102,1.4611602493290206,1.4832241220699107,0.02213594096346114,2.0789281573994196,2.0217009176887157,2.191480429141268,0.551975599790775,1.9202699653510251,1.7059628293127806,-1.2441240431807055,1.3759828654043205,1.6077751203939865,0.7631681922691538,-0.6547377147439174,1.398915348105186,-0.5929600495068994,-0.9997566678780347,-0.6816858767662721,-1.364408733895788,-0.887470423754265,1.117850869464554,0.39694222449783245
正职-副职,-0.09963276877301595,-1.203848124449297,1.380932113962296,-0.19350193731005352,-0.5142323912879028,0.5293659134908427,0.04564134808665327,0.7917603475912077,-0.29375705683717906,-0.3552315687260903,0.8656774759736463,0.5163497535397259,0.15989117067779698,0.06069396255090163,-1.1574425603352148,1.1146639211157081,-0.7572888900965336,0.6363406464289576,0.022957209485939316,0.6518781743488199,-0.4340638318442323,-0.532384159625954,1.0230685188809634,0.8795305439207133,-0.5389675726106403,0.6498397662415484,1.4313604538810758,0.9406488465708237,0.6192523129963269,0.9686939760684429,0.01474880668660934,-0.22680410460964268,1.2805454135170649,0.2154616778399943,0.1759579453168255
掌柜-伙计,0.2805395572422419,-1.1121714360254904,0.645709970036633,1.379669894238437,1.5799877117774128,0.83503847890065,0.04564134808665327,1.1761075129892076,-0.6839309161240884,-0.6227785997921211,1.5869342633799481,-0.6305822172643395,-0.18232777365538133,-0.01738081301861023,-0.8234627944323744,1.4829317795939936,-0.6066148594483111,1.1691715199904031,-0.2116323736430013,0.6893416398080867,-0.22351365485929062,-0.3057161101131708,0.7545851891631341,0.45399998264904995,-0.2607980968973647,0.526656694472412,1.1237330741760077,0.9611682421619145,0.6486749431541722,1.7206863569019286,-0.3383048870082542,-1.1405184611107486,1.1930960352069608,0.14070754362257515,-0.008195620667346987
奶妈-家长,0.7177377321597884,-0.6125334841157454,0.13105446928866868,0.9796193253910545,1.6728349084650378,0.4420308948023263,0.623857341502297,1.2418511070704443,-0.5160079893423806,-0.015652644680743427,1.5002008522361525,-0.8198259924470103,0.18182828249402636,0.24612155452849227,-0.3113604867146856,1.7100302923222697,-0.398330170022827,0.21007594757980116,0.0916175752797756,-0.1098789566562721,0.17844577393014358,0.06734172137661831,0.3170567999933384,0.15394638175236428,0.53138019263392,0.29507251954643576,-0.9671717722568772,1.3236775642711862,-0.7636113044224021,1.1898682057253505,-0.3479775909450997,-0.6019715887359246,1.0910717605118394,0.0392555043275063,0.3693191896002066
同父同母的子女之间,0.48488218247544296,0.30881723454350934,-1.1398295223542636,-0.37730895542912113,-0.730875850225694,-0.7260749801565802,1.22641927148281,1.5048254833953916,1.1681601880859245,1.682241975545991,0.7241650683179794,0.4360645155834413,1.4366310783823468,1.0024709428581384,1.1804158009846686,-0.3584075127974339,1.5914533523610526,-0.9343521025913035,1.3961645253626649,0.745536837996987,1.4943843800860293,1.446239022579383,-0.9955283675160488,1.2286838249641294,1.124002119153507,0.5217293716016466,-0.6355110035123507,0.93380904804046,-0.7106505701382806,-1.008603637064311,-0.26575960748191235,1.1830995050907394,-0.8546769068879759,0.8882488857967666,0.7468339998677601
作家-评论家,0.15698355128728309,0.45091610160040935,-0.16303438828159664,-1.5558363068984369,-0.27695622197508374,-0.5732386974516765,1.0864301362348119,-0.2904803549768446,0.19519499467426432,-0.5764723828768465,0.6876457373100654,0.09198492434222168,-0.18671519601862718,-0.11009460900740556,-0.2044869616257766,0.4947463593439275,-0.43378288311652646,-0.10035595266904099,0.21177321541898908,-0.4782697003390625,0.03967406637188654,-0.008214295127642768,-0.2348255999821994,0.715864943431612,-0.4845431099710864,-0.19765976753010953,0.33543791368177056,-1.7268725802709868,0.3250260114178739,-0.20352944111316743,0.2710754610130171,0.18466991023853752,0.3951204581272612,-0.05151737293650266,0.47060365089150147
