"","Valence.Evaluation","Equality","Activity.Intensity","Socioemotional","Formality.and.Regulation","Intimacy","Visibility","Communal.Sharing","Expected.Reciprocity","Strategic","Concreteness","Uniqueness","Love.Expression","Information.Exchange","Money.Exchange","Goods.Exchange","Service.Exchange","Attachment","Mating","Conflict","Negotiation","Coercion","Importance.for.society","Importance.for.individuals","Affiliation.Coalition","Occupational","Activeness","Endurance","Synchronicity","Spatial.Distance","Morality","Trust","Generation.Gap"
"Guard.and.Prisoner",29.8874132040799,19.9090317090317,47.3451166117833,26.7441129857797,77.1989929823263,18.8599773683107,62.4738357321691,26.2535581702248,32.5214618714619,50.8899140982474,50.9113022779689,41.2137485970819,15.0720979637646,32.5914021164021,18.9687149270483,27.4862373737374,37.635563973064,22.7435245310245,14.5719075677409,71.3359367484367,23.4164061247395,76.2100649350649,69.6072746062942,53.1596026250438,25.6782555316869,65.1948172651604,45.624257278669,52.6620630640238,51.6301313156705,70.6131614663477,57.3109444749151,28.7929461787305,48.1235593745398
"Nurse.and.Patient",83.1114841948175,56.7204064454064,55.6868523451857,44.8417178500512,71.7894802728136,35.8359396776063,63.2686332186332,46.8442887359554,47.2315937149271,45.7290774040774,60.8136181719515,44.3281725990059,45.1860910694244,67.5794292127625,37.1118065576399,36.3902717652718,76.4018939393939,48.8786495911496,17.6145442520443,23.1073713323713,33.7651755651756,27.856904361071,82.7219840435527,75.0915298662848,67.3368456434633,77.3766468734606,67.6807039093804,41.5491279689809,67.5916701580917,75.5241309525623,82.6940420418362,79.0612034751741,50.6883376880926
"Therapist.and.Patient",84.829728296395,54.0204243287577,65.1316846733513,50.4384229967563,71.8685407185407,41.3564454064454,49.4579796746463,43.1913688163688,55.4301778468445,49.7905298405298,61.050180683514,56.0679132595799,42.9786175244509,77.3592171717172,54.0936888728555,32.5643999519,77.346626984127,54.0263588263588,17.3493165784832,23.8338323713324,40.2699775533109,26.629000320667,80.5212557957656,79.8267094651899,72.5114290847134,76.8608634738537,74.1082019922706,54.0627693475733,73.8909918694232,73.4790494182651,83.7671056974979,85.1328441529422,52.2385135924351
"Salesperson.and.Customer",68.0728814395481,61.1491841491842,37.7597014097014,32.6308160974828,73.4988406655073,22.0934186184186,77.9568339068339,32.7802481469148,61.9248701915368,74.7330845080845,80.5513002429669,30.6480078563412,22.2256713965047,60.781082651916,87.70291005291,79.3273789482123,77.8821348404682,24.8869308160975,16.7978254769921,29.1921917588584,72.119867324034,27.5778599486933,65.3431557277146,57.0458500921736,50.4757940135391,72.3680979604999,61.9821028281813,29.3039224573538,60.5276101893749,61.6530656616441,63.9727974821112,49.04061803302,45.9438321754498
"Between.Business.Partners",71.3406195656195,81.4944832944833,69.4614397947731,44.5022576189243,66.6323805823806,36.6316461316461,61.2142681392681,54.8166685166685,77.9179900346567,76.2473381556715,68.3839493839494,64.5227934102934,31.8875781625782,78.6248376623377,83.9817961359628,53.7930194805195,61.284114959115,48.5413940997274,18.4414021164021,41.3458994708995,76.2461299502966,30.2439353856021,65.9144404705679,66.6526314553275,81.8239580318012,80.170416012818,77.545167042471,71.7351370669998,77.0403659521307,66.4377250382152,73.1990638537207,76.8801468049017,41.4385452057021
"Between.opposing.negotiators",30.5370863704197,61.5770843354177,39.8850411933745,30.6821354571355,75.7951437451438,18.6380314130314,64.0658797992131,31.8946164946165,56.2654431987765,85.2767155683822,63.1427399760733,47.1677409010742,18.0156625781626,55.1745951579285,53.5704244829245,44.7783329324996,40.5844917428251,21.0869989578323,15.6567580567581,76.0780763989097,78.2255551547218,46.3134880551547,56.1649886877828,53.0979982707924,30.6231720802799,64.5917030409677,52.2440187445089,34.8235308083347,51.3511706430824,47.3992881936509,57.4342897933584,29.3078245374814,42.2189126051871
"Between.political.opponents",30.439507020757,63.8723888765555,50.3088317546651,31.3351881914382,78.5587754066921,23.8593728031228,81.6097429576596,28.7345359116192,49.8734131609132,89.2500659063159,43.9091070966071,47.5827102835436,15.2933544850212,48.0321060112727,41.6777317127317,27.1340212256879,25.9736312452979,19.9916736966737,15.5921888296888,87.0535710585711,61.3913563596897,53.1492618184285,72.7631131214465,58.3563285479952,29.0494257285924,71.4641845808513,58.3308194891528,51.1730934189268,64.3619651952985,45.9082409874077,46.1370242411909,18.2414771956439,39.1687671896005
"Between.business.rivals",29.548491631825,66.9942560525894,47.8787605141772,28.5981717356717,78.4332129290462,23.8253491107658,68.3531961094461,26.4719179740013,47.099410620244,88.3179216616717,59.2038271913272,45.5928342028342,16.7847065588732,39.358623968624,63.5484042192375,45.1019906944907,40.607931636265,22.9795726495726,16.2754624387958,84.1850442458776,64.6260829602496,52.3246197629531,63.9702283827284,58.4497081622082,37.6564899606566,78.9842891676225,56.7712178253845,51.2010356927024,61.365900611734,41.4201653284987,46.3079388204388,19.7176547218214,39.6970970387637
"Between.enemies",20.3062016687017,61.6014688243855,51.3304253616754,45.9036515953183,48.5453952683119,25.8243861848029,50.668610633194,26.0306950765284,38.4209228271728,72.6965801174134,43.4909355305189,54.1706557948225,18.8465520282187,24.4970730812397,28.8370615495615,21.5403959620626,16.852493648327,22.1418056018056,15.9976747635081,92.2153670095337,32.6876960693627,64.4017890751224,39.4216012382679,47.616187978688,23.947755022755,29.9936373811374,44.1697652655986,49.3617692492693,45.7172127255461,37.4105576522243,27.3859006734007,14.1010555802222,36.1845272011939
"Teacher.and.Student",82.3198438906772,33.897179363846,64.1974291911792,41.5849117703284,74.2617454304954,37.2181499056499,78.9280900426734,58.9288032183865,55.4690982628483,51.4434025079858,55.2068053088886,50.1901817318484,45.9526094276094,88.7970891145891,26.0600574117241,30.3846569171569,67.3912004353671,56.4907050048717,20.247072680406,25.1000545442212,43.2520193078526,26.9040921732588,74.4213460921794,71.1226111851112,70.225222000222,79.0608222024889,72.1498223998224,57.0022181522182,74.9993864160531,74.9186241227908,82.9487464695798,77.4140527682194,76.72724667308
"Professor.and.Graduate.student",80.2602254227254,39.3152339944007,64.6050852696686,40.2138330804998,76.6325404533738,33.9619350556851,75.7106210147877,58.3434216246716,59.2576574659908,55.2799489091156,54.3963982005649,56.0514146039146,41.8770352178686,86.9442477892478,27.8128549536883,32.2403756428756,64.6852047335381,49.2206085889419,19.4716280941281,23.5882017982018,44.3929241745908,24.4659661017994,67.4647116772117,65.8451915368582,71.9039190747524,79.3838952713953,70.5079087579088,54.5273365523365,73.9721241721242,72.3768012851346,82.607648678482,78.9278878528879,75.3517454767455
"Master.and.Servant",56.3932686911854,26.6379028379028,55.0804127970795,34.6214512339512,73.5746908184408,33.7514285097618,47.4741622574956,36.1712614545948,48.6040832624166,55.3357998482998,63.6741920887754,55.414332303499,26.223505013505,48.1405071163405,66.4651541668208,44.9262081128748,75.1384995868329,39.0432165057165,19.5817455075788,36.3515342990343,38.046139046139,45.0310187343521,38.6642456309123,51.0358493358493,40.5903345111678,62.3727823102823,55.6191783525117,52.3342734426068,58.9082360540694,70.5078675953676,48.6526060359394,53.3535994869328,55.4072802197802
"Between.Close.Friends",87.6231906211073,88.8418904398071,83.4039721852222,86.6165482665483,25.8008730467064,71.9297693818527,51.0117115137948,85.4446068591902,70.9126495418162,25.5778831507998,40.4087671587672,73.5780898422565,85.8397034138701,80.4852871819539,34.1356094214428,39.7339128464128,33.0422741147741,87.1618472576806,36.9274823941491,20.0714368964369,48.9227221235554,17.0052680652681,63.6170112295112,86.8268076059743,87.4552240968908,27.0160540077207,79.7061008436008,89.9527709944377,80.8826718035051,81.2811134852802,88.1725717184051,93.1398252981586,25.7651849693516
"Between.casual.acquaintances",60.7797984422984,71.2740364573698,43.8439802481469,56.4954314204314,40.7588601984435,40.1033710887878,56.9127824336158,53.3383675737842,55.9294484836152,40.0393912414746,42.2157407407407,41.7237657404324,40.0485041193375,42.0949767824768,28.7553530420197,32.4273429348429,28.842458683292,37.2059642517976,27.8737433245767,23.9666408283075,35.4176984435318,19.720958362625,46.3824360824361,50.2512919179586,50.5441581566582,27.735652618986,48.2480018438352,41.6351230559564,46.9050929009262,46.7946595071595,64.3622271247271,44.1166310541311,39.0228741937075
"Between.teammates.in.sports",73.8225646267313,78.3527013110346,70.2191432024765,45.0345259678593,59.2454772079772,40.3193030734697,85.7738294113294,60.9214547797881,81.4169076294076,76.1653645736979,58.6216855675189,45.8773188231522,41.2570486612153,78.057683982684,33.9417358104858,37.5757375340709,47.5563151354818,52.6503126503127,17.9024270482604,43.7033249158249,61.3966259820426,24.7042819063652,62.8526308567975,70.2647642480976,90.4639098555765,79.5445710154043,80.4300848842516,48.5801439301439,89.902419648253,73.4336273294607,80.2152279818947,78.5893752852086,24.936026011026
"Between.second.cousins",70.9244522452856,76.6253411711745,51.3358706108706,71.7274167190834,32.7569441361108,43.0763924347258,62.6633052133052,68.5807012432012,58.9003309961643,38.0441994733661,45.7974724349724,59.8773318502485,49.7931748035915,53.0876563251563,23.9221791325958,31.9145803270803,29.9492764951098,46.6227513227513,23.7037467933301,31.58191337983,40.1030553551387,17.6574404761905,44.9521961063628,55.4698605406939,55.161772024272,22.4568231151564,52.7023125023125,72.05092330509,53.9671296296296,36.1731812940146,74.2545170878504,57.6096744305078,36.5046478213145
"Parent.and.Infant",88.6848170348171,33.0266761016761,92.0298524006857,90.0532729616063,28.0072651114318,81.4377950752951,59.7538891663892,90.1265857599191,49.0127744169411,26.9080937580938,47.2570613028946,87.9419472502806,99.8972993827161,83.9328433140933,29.6406134760301,34.982394380311,46.9686056998557,98.343737974988,61.9896604938272,23.285420675004,36.1767085537919,23.1454555475389,80.8641076516076,90.6741351241351,84.0540696957364,27.6853145311479,84.7293976085643,95.5053070386404,79.8393768268768,91.9984113109113,90.4113198529865,97.0370974704308,74.4746705455039
"Grandparent.and.Grandchild",87.9583805083805,37.9028974112307,80.7268715852049,87.0844034052367,28.7301743010076,72.6006370173037,62.5650946275946,86.7295542420542,47.615700965701,26.5907091365425,46.8698952282286,83.4350368767035,93.9499508978676,79.8958934583934,29.5242103575437,37.031390291807,41.25256333173,90.1433251162418,50.6994328202662,20.6781605739939,38.4189985169152,18.830930335097,73.0424412007745,83.6114695489696,75.8546265462932,24.4545362045362,76.3987460070793,92.6535082201749,69.6591067882734,70.9387965429632,87.4697299613966,90.6515012765013,90.2825102366769
"Step.parent.and.Step.child",66.5817817984485,31.9703407703408,68.5014075430742,71.2825026825027,36.9511078427745,57.7186330644664,56.6227084643751,74.0829503829504,44.7883454508454,36.3806762681763,42.8868640618641,67.0110640131473,68.5443973464807,64.3315325877826,30.2681768077601,36.5231150793651,37.5763037117204,68.9692821067821,29.8642015392015,39.5695065736732,38.6623837582171,28.6791065416065,65.4501339709673,73.5608522650189,65.3924344174344,25.2623814457148,66.059414351081,75.3849665766333,64.7646629604963,73.6760252093586,78.0211348836349,71.2334861126528,69.1267624350958
"Foster.parent.and.Foster.child",71.6521540188207,33.2892013850347,76.0450245741912,74.7155517322184,35.8684460601127,58.247313643147,57.3954053662387,76.4041984250318,44.9337048753715,32.3890378140378,41.9494895536562,65.1440957190957,70.0392366121533,67.4939774731441,33.1677890011223,34.0452681577682,42.5886363636364,72.9279912217412,28.1890482202982,31.9221881513548,39.2537197370531,26.1931116722783,67.7235184568518,77.0243716160383,67.1865566532233,31.09794002294,71.5961105252772,73.9310732477399,65.6718508343508,78.9538783747117,80.430969030969,75.5718428176761,71.9115094781761
"Godparent.and.Godchild",76.0512879096212,39.3095461637128,60.5172059422059,71.3968317176651,36.7478877603878,52.0140395098728,58.9134044967378,69.8512714137714,46.5968287884955,33.7879751421418,39.3825899409233,62.2231852252686,66.4114257655924,60.9430425284592,28.6995520683021,34.510560966811,34.2493316097483,62.6518728956229,24.9203252765753,20.0940917107584,38.3212662337662,19.5110459756293,50.2694735819736,62.4339399797733,61.0436601978269,26.8989891281558,58.1302469135802,72.8112028403695,55.7113415905083,54.9157171532172,77.7446123321124,70.2785011285011,69.7650620983954
"Step.grandparent.and.Step.grandchild",63.7947570947571,33.9703290536624,59.0582778332778,68.9048360590027,37.4438202229869,53.803724978725,56.2952770994438,69.1657057448724,44.6190235690236,32.811318619652,41.6701702618369,61.3395432499599,62.6469546657047,58.8249058040725,26.5482944524611,32.8007194965528,32.1066277857945,63.4108185024852,27.1143087622254,25.4089215568382,36.6250651354818,22.2544803190637,54.5671450463117,63.9102272727273,58.4954622537956,23.3419497169497,55.8983716900384,68.3481544689878,56.7578054661388,54.9342196383863,76.0786357161357,65.7146202562869,86.2759954551621
"Ancestor.and.Descendant",73.8906285072952,31.1496552829886,47.9320847362514,62.4529521404521,47.9656725990059,36.2530723905724,61.6572109988777,60.1912898829566,42.1589886964887,31.0390913099246,36.4008016674683,66.0079966329966,56.6589085297419,52.9695486612153,26.536848645182,28.1717011383678,28.9247655122655,52.0951499118166,47.6187389770723,26.3172498797499,31.3764049222383,21.8111231361231,64.2700210283543,68.4716012382679,67.8648959065626,30.3035888494222,47.0906482406482,81.721760338427,41.7016640766641,43.137958646292,81.7965992340992,68.6257532590866,90.9777344569011
"Bride.and.Groom",86.9976571268238,86.4200657367324,89.1101350809684,85.0446328362995,26.7434884559885,90.4117544492545,64.1789421997755,88.6059583934584,72.1423200256534,31.3604497354497,51.7544332210999,86.0252284752285,98.3659852493186,89.2532567740901,45.4645382395382,46.3679693763027,43.4984708193042,97.102429052429,91.3875661375661,35.8492123617124,63.7205507455507,24.0988716530383,66.2485667110667,90.1166398416398,84.5595569553903,31.1879424587758,88.0451190784524,79.9974568641235,83.3458720292054,89.3282065157065,89.8780042488376,91.1603894562228,28.7282999407999
"Man.and.His.Mistress",65.3545955587622,51.2244468494468,65.322248276415,71.8367784992785,27.4103956228956,80.6834215167549,16.0863576238576,44.3060245310245,58.9204124579125,49.3508858425525,56.6191879108546,69.4050645342312,76.2087762546096,65.6844997594998,55.3093314093314,50.0725228475228,49.5970137886805,72.1421376463043,80.8260521885522,43.05354337021,59.1267897226231,32.5667548500882,29.9165848040848,59.2512018845352,56.3428870512204,27.3443184901518,72.2579055204055,45.8803042636376,64.3511189427856,63.7720731429065,26.5895013936681,53.0423251131585,31.8936176477843
"Man.Wife.and.Man.Mistress",35.2639470097803,41.2656565656566,41.325468975469,55.2120330286997,39.8725869809203,36.8970498637165,25.6749098124098,33.1541185666186,38.1223264389931,56.2884820426487,43.9491762866763,66.0563852813853,48.0887305595639,41.4917889209556,33.4927489177489,36.3524250440917,29.1512987012987,38.4773789482123,40.8400913900914,73.2885361552028,38.0727954144621,41.0349587141254,31.2268868477202,48.1740585032252,38.7145257520258,23.8594675386342,46.0679248220915,38.6603358061691,45.3587298503965,45.2124592999593,33.7712318545652,34.6272829022829,33.3481743565077
"Brother.and.Sister",73.2868286034953,72.7304934263267,78.9646965688632,78.2008437550104,25.5247274330608,52.5340067340067,70.5460337502004,77.1057619849286,64.693448372615,30.1547057880391,45.5918751002084,83.6269961519962,86.3911495911496,80.8487353695687,32.8475188391855,40.4709375501042,36.1800104216771,85.4532447490781,21.1315375982043,39.0040804874138,50.4571929613596,25.6526875901876,68.1597451930785,86.4538711288711,79.0026607651608,31.0403345111678,73.5866224824558,91.7680691222358,72.3611272986273,76.8389689014689,89.5512973137973,86.3246412538079,39.4309369642703
"Between.step.siblings",51.0652116402116,59.9201438993106,55.1870510662177,60.3648388648389,34.3665584415584,38.5858084816418,60.4085618085618,61.6786636203303,55.1556176847844,36.4206629789963,42.6050745550746,65.9625941959275,61.975931938432,62.8285674202341,26.7779521404521,33.7617604617605,30.7269881353215,60.7345939554273,19.4698312489979,46.3527597402597,43.961209315376,26.4625,52.5172412464079,68.4335200293534,56.964685623019,26.4317745526079,56.2605850939184,68.9784924951592,57.8572997989665,62.4036693245027,78.6428757970425,64.8401732526733,40.7115938074271
"Between.distant.relatives",54.7698071989739,58.4834235209235,31.9316738816739,49.3514049222383,51.16924001924,30.0319484527818,57.1277717652718,43.2828082411416,49.3040925124258,44.2930134680135,43.1389810806477,51.4146083854417,46.2636664261664,40.5146344396344,25.2281224947892,30.4657868366202,26.8428190636524,40.7000861792528,22.5438231521565,36.2222522847523,35.4178471220138,21.9204866121533,42.5962048753715,51.4011550178217,46.5232494357494,27.3803213761547,42.6040955957623,66.4875166500166,44.0111821820155,33.3901078859412,75.5158318533319,53.0233262108262,61.3203847078847
"Between.close.relatives",77.8980960397627,66.8632716049383,76.4883637966971,78.6462822671156,30.2992404200738,49.2766915183582,66.1250400833734,74.2289902998236,64.3987433862434,35.3675565175565,48.8450176366843,73.9971420554754,80.8838323713324,75.6140532307199,33.428190636524,39.3957070707071,36.3702220618887,77.2943502485169,26.1398027898028,36.6404481321148,47.5045735129069,22.6970278178612,64.6085241918575,82.2112870154537,74.046657971658,29.3035903910904,70.6242339450673,87.3312095312096,67.4896509354842,69.1615332198666,86.1517530309197,80.1758417508417,57.0300107300107
"Between.twins",76.9104417187751,88.0843113676447,87.4407768157768,83.0696007696008,23.8185345518679,72.3345157928491,58.2550665383999,85.3628266794934,63.7462562129229,24.4120971620972,40.329481321148,89.6311429311429,89.7480850939184,83.8545457628791,20.0465536007203,28.6803905970573,23.5204375871042,95.1496579038246,24.0475815850816,32.7144488795805,46.8969598302932,19.4915612165612,45.2228718812052,86.6228798978799,82.5837596045929,20.6032060532061,79.7829258704259,94.0881627631628,79.0712634587635,86.5979091895759,87.4474958683292,92.5944239402573,22.8503491878492
"Between.a.person.and.their.family.friends",83.462012987013,68.4956349206349,72.7466129549463,79.2119087702421,32.4009139009139,62.2405603655604,61.6957912457913,78.4753888087221,64.6579685746353,31.6660654160654,44.0085097001764,58.6543892835559,79.2594413302747,73.435536377203,25.4708481333481,29.9524361441028,28.800814000814,78.938215025715,30.1973504890172,33.7417229132141,45.1272052022052,21.7190918649252,57.2008331174998,81.5729292312626,73.3708282458282,23.0307693849361,77.5514895598229,79.7972260763927,67.1485335652002,70.4441441274775,83.1127495960829,82.830636030636,49.9295141586808
"Between.a.person.and.their.deceased.spouse",73.1976030142697,65.3970418470418,64.8242504409171,75.3249358666025,26.4995510662177,68.3653198653198,39.0064574314574,74.8734928651595,47.5995670995671,24.219063652397,32.5991341991342,77.3453236578236,87.5050494258828,43.440970295137,23.2657108323775,22.419679703013,19.7418592210259,86.5149620441287,57.958135691469,20.9645247215423,27.5473884140551,16.3394722561389,42.3113491446825,75.0473253598254,62.7273638398638,17.7660205535206,48.5709412501079,75.4214407506074,45.7891179807846,40.0448815073815,78.6649005315672,74.2246794871795,28.1893287268287
"Manager.and.Staff",62.6861992945326,29.8968614718615,49.4422999839667,28.3173520923521,81.2451859868526,30.1533509700176,76.7993185826519,32.2261183261183,59.8164141414141,79.7159010742344,72.0838864838865,32.9651223776224,22.9406614989948,75.6118434035101,78.6526902110235,49.3082349749016,72.4597427264094,31.3030225946893,19.0200769909103,51.9498743621551,62.5924052799053,40.3428667012,64.5670758254092,57.7839082214082,59.2394233852567,88.431166056166,61.3825483158816,48.9602416102416,59.3250837125837,57.7903039861373,69.5652808611142,59.7497106288773,55.7063929897263
"Foreman.and.Laborer",58.0362834696168,30.5206990540324,45.2227192560526,28.4302749719416,77.0481842231842,28.1958193041526,75.265732724066,30.2636844636845,57.234455667789,78.8705106621773,70.7089466089466,39.1671176046176,20.9312989479656,69.733802617136,79.3901439609773,49.240102027602,77.335907302574,30.3790925124258,16.0738742738743,52.8531700998806,60.1150284900285,44.1250528792195,61.2751159334493,54.5593901468901,57.7975453558787,87.1421801963469,58.9593030426364,43.3920912420912,57.7594880428214,57.422249047249,66.1398952898953,57.3788200996534,51.225630696464
"Owner.and.Manager",61.6936588103255,33.2831689915023,48.0209235209235,28.2131954465288,80.0470097803431,28.5566498316498,70.3374017957351,31.8699454866122,59.8706629789963,80.377076318743,71.7681377264711,45.4327618369285,20.4627047335381,75.4418086543087,80.749486316153,49.7127252377252,75.146768971769,30.7195128945129,18.1652404694071,49.5527708240428,65.5124434207767,39.2654220779221,62.7593813593814,56.4125703000703,61.951792343459,87.7468477510144,59.9701466743133,50.5683201058201,58.3442101108768,56.2431395764729,67.7203398453399,63.6247786164453,49.9254665087999
"Union.leader.and.union.member",66.1204385121052,44.2934784351451,44.5090067340067,34.5752725669392,70.927076318743,27.6938231521565,73.7259098925766,43.1145061728395,54.1161616161616,72.1791045374379,62.343406285073,39.9882992007992,24.0776607651608,65.7532954699621,55.7001714335048,38.2525927775928,65.4263051763052,29.5837588337588,16.9457579457579,42.5427957114361,62.5708951542285,35.4093886052219,63.9420602545602,51.3343904552238,65.852793040293,74.5673681257014,56.9191149899483,48.2231717356717,54.1056978515312,46.7374807291474,71.1285506160506,62.6636892428559,51.322899631233
"Manager.and.Assistant",64.0218053551387,31.8328683662017,48.6876302709636,28.1118286034953,76.7624098124098,29.4176487093154,72.5957792207792,32.4121733205067,59.1688592271926,77.1603896103896,71.1122374539041,46.2490999741,23.9538459996793,76.8743634451968,76.7017413142413,46.515531382198,76.4977465435799,35.9123811373811,21.6971832180166,46.065187289968,61.4910524660525,38.2514181805848,59.5927117635451,57.7842395259062,63.8069469111136,87.6135827135827,61.9784493284493,49.5150004316671,60.8003370086703,61.6731002022669,68.3971244804578,67.210635352302,49.6480050813384
"Chief.and.Deputy",74.39812332729,35.1679565804566,65.6084518876185,32.356402702236,82.7082621082621,24.3676095509429,78.76136332803,45.8530656072323,68.5893430643431,76.5326412784746,69.0645276020276,60.9106311535233,28.3104942533864,79.8660525839447,59.0857611524278,39.9685242226909,63.9656954973131,42.2893709776063,17.2370327747779,39.3341790743752,50.9013654192576,27.2027518414773,68.2581309122976,67.3686046977713,80.9184403559403,90.1757074715408,75.5301487093154,62.4329906204906,77.4289923039923,71.4611331569665,81.0122053872054,78.8199535032868,48.7141654641655
