"","Activeness","Exchange","Equality","Formality","Valence"
"律师-法官",0.310367376850943,0.913209218683016,0.0592524824557207,-1.33035324746847,0.039820403673074
"律师-委托人",0.172075384168244,1.39983434353978,0.14637054954133,-0.931232334520968,0.534932612618853
"警察-老百姓",0.328871803771484,0.187016447658345,-0.872147676257775,-0.73370108613033,-0.30443458691235
"嫌疑人-警察",0.734813702417948,-0.464204261967123,0.227578973248537,-1.39213168482323,-2.45175088231419
"罪犯 - 人质",0.659530013167941,-0.275389151376334,-0.323147917651523,0.542271260341866,-2.69027725576848
"罪犯-被害人亲属",1.26037208221417,-1.32018247477732,-0.490663980141796,0.274612993019592,-1.81020101921898
"罪犯-旁观者",1.36747995231351,-0.99154712582504,-0.864437430117268,0.672776212751222,-0.595108794154373
"小偷-失主",0.952945189894979,0.622821903835496,0.237963615418032,1.16159576955454,-2.34933871565075
"罪犯-受害人",0.551388611292046,0.258897986030912,0.0433295632860154,0.897925986382015,-2.99360661661675
"法官-检察官",0.306235730953181,-1.0315994437501,0.908634852571894,-2.48906468952989,-0.248664228231242
"犯罪同伙之间",-0.52886975450673,1.92399696457228,2.09032049933195,1.21143129849253,-0.563128522527447
"赌徒之间",0.993713744878993,1.07780059911056,0.784932224409214,1.49870167628409,-0.893606300883697
"作家-读者",1.49068587113746,-0.684739974574507,-0.00648518812208021,-0.00692412990335867,1.8226888492862
"作家-评论家",0.617575542360193,-0.532925703494497,0.301754381309169,-0.42091500862531,0.873118236472269
