,Age,Gender,Race,Race_alternative,Highest education,First language,Gender_label,Highest education_label
43,24,2,4,ヨーロピアン,5,英語,male,Post-secondary non-tertiary education
44,31,1,1,,5,日本語,female,Post-secondary non-tertiary education
45,45,2,1,,8,日本語,male,Master or equivalent
46,42,2,1,,4,日本語,male,Upper secondary education
47,36,2,1,,7,日本語,male,Bachelor or equivalent
48,41,1,1,,6,日本語,female,Short-cycle tertiary education
49,40,1,1,,8,日本語,female,Master or equivalent
50,31,1,1,,5,日本語,female,Post-secondary non-tertiary education
51,41,2,1,,4,日本語,male,Upper secondary education
52,29,1,1,,8,日本語,female,Master or equivalent
53,32,1,1,,8,日本語,female,Master or equivalent
54,24,1,1,,5,日本語,female,Post-secondary non-tertiary education
55,45,1,1,,4,日本語,female,Upper secondary education
57,30,2,1,,4,日本語,male,Upper secondary education
58,25,2,1,,4,日本語,male,Upper secondary education
59,28,2,1,,8,日本語,male,Master or equivalent
60,26,2,1,,8,日本語,male,Master or equivalent
61,31,2,1,,4,日本語,male,Upper secondary education
62,29,2,1,,7,日本語,male,Bachelor or equivalent
63,25,2,1,,8,日本語,male,Master or equivalent
64,32,1,1,,9,日本語,female,Doctoral or equivalent
65,42,1,1,,7,日本語,female,Bachelor or equivalent
66,42,1,1,,7,日本語,female,Bachelor or equivalent
67,25,1,4,ベトナム,7,英語,female,Bachelor or equivalent
68,26,1,1,,6,日本語,female,Short-cycle tertiary education
69,29,1,1,,8,日本語,female,Master or equivalent
70,29,1,4,アフリカ人,8,英語,female,Master or equivalent
71,34,1,2,,8,Urdu,female,Master or equivalent
72,34,1,2,,8,Urdu,female,Master or equivalent
73,37,2,1,,9,日本語,male,Doctoral or equivalent
74,32,1,1,,8,日本語,female,Master or equivalent
75,43,1,1,,7,日本語,female,Bachelor or equivalent
76,39,1,4,中東人,9,トルコ語,female,Doctoral or equivalent
77,28,2,1,,8,日本語,male,Master or equivalent
78,28,2,1,,8,日本語,male,Master or equivalent
79,25,2,1,,7,日本語,male,Bachelor or equivalent
80,52,1,1,,8,日本語,female,Master or equivalent
81,41,2,1,,9,日本語,male,Doctoral or equivalent
82,25,1,1,,8,日本語,female,Master or equivalent
83,25,1,1,,8,日本語,female,Master or equivalent
84,24,2,1,,7,日本語,male,Bachelor or equivalent
85,45,1,1,,8,日本語,female,Master or equivalent
86,41,2,1,,8,日本語,male,Master or equivalent
87,24,1,1,,7,日本語,female,Bachelor or equivalent
88,24,1,1,,7,日本語,female,Bachelor or equivalent
89,41,2,1,,8,日本語,male,Master or equivalent
90,62,2,1,,8,日本語,male,Master or equivalent
92,43,1,1,,7,日本語,female,Bachelor or equivalent
93,52,1,1,,8,日本語,female,Master or equivalent
94,41,2,4,中国,9,中国語,male,Doctoral or equivalent
95,34,1,1,,3,日本語,female,Lower secondary education
96,34,1,1,,3,日本語,female,Lower secondary education
97,34,1,1,,3,日本語,female,Lower secondary education
98,32,1,1,,8,日本語,female,Master or equivalent
99,58,1,1,,7,日本語,female,Bachelor or equivalent
100,58,1,1,,7,日本語,female,Bachelor or equivalent
101,58,1,1,,7,日本語,female,Bachelor or equivalent
102,45,1,4,白人,8,ロシア語,female,Master or equivalent
103,57,2,1,,5,日本語,male,Post-secondary non-tertiary education
104,57,2,1,,4,日本語,male,Upper secondary education
105,27,1,1,,7,日本語,female,Bachelor or equivalent
106,27,2,1,,7,日本語,male,Bachelor or equivalent
107,34,1,1,,3,日本語,female,Lower secondary education
108,34,1,1,,3,日本語,female,Lower secondary education
109,29,1,1,,8,日本語,female,Master or equivalent
110,34,1,1,,3,日本語,female,Lower secondary education
111,28,2,1,,8,日本語,male,Master or equivalent
112,25,1,1,,8,日本語,female,Master or equivalent
113,30,1,1,,7,日本語,female,Bachelor or equivalent
114,33,1,1,,6,日本語,female,Short-cycle tertiary education
115,32,2,1,,5,日本語,male,Post-secondary non-tertiary education
117,32,1,1,,7,日本語,female,Bachelor or equivalent
118,27,2,1,,8,日本語,male,Master or equivalent
119,32,1,1,,6,日本語,female,Short-cycle tertiary education
120,30,1,1,,7,日本語,female,Bachelor or equivalent
121,28,1,1,,4,日本語,female,Upper secondary education
122,27,1,1,,8,日本語,female,Master or equivalent
123,32,1,1,,5,日本語,female,Post-secondary non-tertiary education
125,29,1,1,,6,日本語,female,Short-cycle tertiary education
126,33,1,1,,4,日本語,female,Upper secondary education
127,30,1,1,,8,日本語,female,Master or equivalent
128,28,1,1,,5,日本語,female,Post-secondary non-tertiary education
129,28,1,1,,4,日本語,female,Upper secondary education
130,33,1,1,,4,日本語,female,Upper secondary education
131,26,2,1,,5,日本語,male,Post-secondary non-tertiary education
132,28,1,1,,6,日本語,female,Short-cycle tertiary education
133,28,1,1,,5,日本語,female,Post-secondary non-tertiary education
135,24,1,1,,9,日本語,female,Doctoral or equivalent
136,26,2,1,,7,日本語,male,Bachelor or equivalent
137,29,2,1,,9,日本語,male,Doctoral or equivalent
138,26,1,1,,7,日本語,female,Bachelor or equivalent
139,32,1,1,,7,日本語,female,Bachelor or equivalent
140,32,1,1,,7,日本語,female,Bachelor or equivalent
141,24,1,1,,7,日本語,female,Bachelor or equivalent
142,26,2,1,,8,日本語,male,Master or equivalent
143,26,2,1,,4,日本語,male,Upper secondary education
144,27,2,1,,4,日本語,male,Upper secondary education
145,25,1,1,,6,日本語,female,Short-cycle tertiary education
149,26,1,1,,6,日本語,female,Short-cycle tertiary education
150,33,1,1,,6,日本語,female,Short-cycle tertiary education
152,62,2,1,,5,日本語,male,Post-secondary non-tertiary education
153,28,2,1,,7,日本語,male,Bachelor or equivalent
154,33,2,1,,6,日本語,male,Short-cycle tertiary education
155,40,2,1,,5,日本語,male,Post-secondary non-tertiary education
156,37,2,1,,7,日本語,male,Bachelor or equivalent
157,43,2,1,,5,日本語,male,Post-secondary non-tertiary education
158,35,2,1,,7,日本語,male,Bachelor or equivalent
159,32,2,1,,5,日本語,male,Post-secondary non-tertiary education
160,44,2,1,,6,日本語,male,Short-cycle tertiary education
161,37,1,1,,7,日本語,female,Bachelor or equivalent
162,29,1,1,,7,日本語,female,Bachelor or equivalent
163,38,1,4,アメリカ人,8,英語,female,Master or equivalent
164,34,1,1,,7,日本語,female,Bachelor or equivalent
165,34,1,2,,8,Urdu,female,Master or equivalent
166,52,1,1,,8,日本語,female,Master or equivalent
167,34,1,2,,6,Urdu,female,Short-cycle tertiary education
168,52,1,1,,8,日本語,female,Master or equivalent
169,34,1,2,,7,Urdu,female,Bachelor or equivalent
170,52,1,1,,8,日本語,female,Master or equivalent
171,41,2,1,,8,日本語,male,Master or equivalent
172,45,1,1,,8,日本語,female,Master or equivalent
173,41,2,1,,8,日本語,male,Master or equivalent
175,29,2,1,,7,日本語,male,Bachelor or equivalent
176,32,2,1,,7,日本語,male,Bachelor or equivalent
178,29,1,1,,8,日本語,female,Master or equivalent
179,41,2,1,,9,日本語,male,Doctoral or equivalent
180,39,1,1,,6,日本語,female,Short-cycle tertiary education
181,24,2,1,,7,日本語,male,Bachelor or equivalent
182,34,1,2,,8,Urdu,female,Master or equivalent
183,58,1,1,,7,日本語,female,Bachelor or equivalent
184,29,1,1,,7,日本語,female,Bachelor or equivalent
185,21,2,1,,6,日本語,male,Short-cycle tertiary education
187,21,2,1,,7,日本語,male,Bachelor or equivalent
191,21,2,1,,7,日本語,male,Bachelor or equivalent
193,44,1,1,,7,日本語,female,Bachelor or equivalent
194,32,1,1,,8,日本語,female,Master or equivalent
195,45,1,1,,7,日本語,female,Bachelor or equivalent
196,45,1,1,,8,日本語,female,Master or equivalent
197,45,1,1,,8,日本語,female,Master or equivalent
198,35,1,4,italy,7,italian,female,Bachelor or equivalent
199,39,1,1,,6,日本語,female,Short-cycle tertiary education
200,45,1,1,,8,日本語,female,Master or equivalent
201,23,2,1,,4,日本語,male,Upper secondary education
202,37,1,1,,7,日本語,female,Bachelor or equivalent
203,43,1,1,,7,日本語,female,Bachelor or equivalent
204,38,1,1,,7,日本語,female,Bachelor or equivalent
205,35,1,1,,7,日本語,female,Bachelor or equivalent
206,58,1,1,,7,日本語,female,Bachelor or equivalent
207,36,1,1,,8,日本語,female,Master or equivalent
208,39,1,1,,3,日本語,female,Lower secondary education
209,20,2,1,,7,日本語,male,Bachelor or equivalent
210,29,2,1,,8,日本語,male,Master or equivalent
211,29,2,1,,5,日本語,male,Post-secondary non-tertiary education
212,34,2,1,,7,日本語,male,Bachelor or equivalent
213,38,2,4,イギリス系、フランス系,7,英語,male,Bachelor or equivalent
214,29,2,1,,7,日本語,male,Bachelor or equivalent
215,46,1,1,,8,日本語,female,Master or equivalent
216,29,1,1,,8,日本語,female,Master or equivalent
217,38,1,2,,8,日本語,female,Master or equivalent
218,41,1,1,,8,日本語,female,Master or equivalent
219,40,1,2,,8,日本語,female,Master or equivalent
220,29,2,2,,7,日本語,male,Bachelor or equivalent
221,28,2,2,,7,日本語,male,Bachelor or equivalent
222,36,1,1,,7,日本語,female,Bachelor or equivalent
223,35,1,1,,7,日本語,female,Bachelor or equivalent
224,36,1,1,,7,日本語,female,Bachelor or equivalent
225,45,2,1,,8,日本語,male,Master or equivalent
226,37,1,2,,8,日本語,female,Master or equivalent
228,49,2,1,,8,日本語,male,Master or equivalent
229,34,1,1,,8,日本語,female,Master or equivalent
230,29,1,1,,8,日本語,female,Master or equivalent
231,34,1,1,,8,日本語,female,Master or equivalent
232,35,1,1,,8,日本語,female,Master or equivalent
233,35,1,1,,8,日本語,female,Master or equivalent
234,32,1,1,,8,日本語,female,Master or equivalent
235,31,1,4,白人,8,ポーランド語,female,Master or equivalent
236,28,1,1,,7,日本語,female,Bachelor or equivalent
237,35,1,1,,8,日本語,female,Master or equivalent
238,31,1,1,,7,日本語,female,Bachelor or equivalent
239,28,1,1,,7,日本語,female,Bachelor or equivalent
240,29,1,1,,7,日本語,female,Bachelor or equivalent
241,31,1,1,,7,日本語,female,Bachelor or equivalent
242,42,1,1,,7,日本語,female,Bachelor or equivalent
243,39,1,4,Italian,3,Italian,female,Lower secondary education
244,37,1,1,,3,日本語,female,Lower secondary education
245,39,1,1,,3,日本語,female,Lower secondary education
246,37,1,1,,3,日本語,female,Lower secondary education
247,38,1,1,,3,日本語,female,Lower secondary education
248,30,2,1,,7,日本語,male,Bachelor or equivalent
249,36,2,1,,7,日本語,male,Bachelor or equivalent
250,36,2,1,,7,日本語,male,Bachelor or equivalent
251,46,1,1,,7,日本語,female,Bachelor or equivalent
252,33,2,1,,6,日本語,male,Short-cycle tertiary education
253,48,1,1,,7,日本語,female,Bachelor or equivalent
254,33,2,1,,7,日本語,male,Bachelor or equivalent
255,43,1,1,,7,日本語,female,Bachelor or equivalent
256,44,1,1,,7,日本語,female,Bachelor or equivalent
258,62,1,1,,7,日本語,female,Bachelor or equivalent
259,47,1,4,白人,8,ロシア語,female,Master or equivalent
260,29,2,1,,8,日本語,male,Master or equivalent
261,33,1,4,アフリカ人,8,英語,female,Master or equivalent
262,33,1,1,,8,日本語,female,Master or equivalent
263,32,1,1,,8,日本語,female,Master or equivalent
264,29,1,1,,8,日本語,female,Master or equivalent
265,45,1,1,,7,日本語,female,Bachelor or equivalent
266,45,1,1,,7,日本語,female,Bachelor or equivalent
267,30,1,4,東南アジア人,7,フィリピン語,female,Bachelor or equivalent
268,44,2,1,,8,日本語,male,Master or equivalent
269,38,2,1,,8,日本語,male,Master or equivalent
270,41,2,1,,7,日本語,male,Bachelor or equivalent
271,31,1,1,,8,日本語,female,Master or equivalent
272,34,1,1,,8,日本語,female,Master or equivalent
273,48,1,4,白人,8,ロシア語,female,Master or equivalent
274,31,1,3,,7,English ,female,Bachelor or equivalent
275,61,1,4,普通の日本人,7,日本語,female,Bachelor or equivalent
276,31,1,3,,7,English ,female,Bachelor or equivalent
277,40,2,1,,7,日本語,male,Bachelor or equivalent
278,60,1,1,,7,日本語,female,Bachelor or equivalent
279,39,2,1,,7,日本語,male,Bachelor or equivalent
280,45,2,1,,8,日本語,male,Master or equivalent
281,43,1,1,,7,日本語,female,Bachelor or equivalent
282,32,1,1,,8,日本語,female,Master or equivalent
283,45,1,1,,8,日本語,female,Master or equivalent
284,46,1,1,,7,日本語,female,Bachelor or equivalent
285,27,2,1,,7,日本語,male,Bachelor or equivalent
288,28,2,4,ヨーロピアン,7,英語,male,Bachelor or equivalent
289,30,1,1,,8,日本語,female,Master or equivalent
290,25,2,1,,7,日本語,male,Bachelor or equivalent
291,41,2,1,,8,日本語,male,Master or equivalent
292,45,2,1,,8,日本語,male,Master or equivalent
293,44,2,4,イギリス人,8,英語,male,Master or equivalent
294,44,1,1,,7,日本語,female,Bachelor or equivalent
295,43,1,1,,7,日本語,female,Bachelor or equivalent
296,38,2,1,,9,日本語,male,Doctoral or equivalent
298,60,1,4,普通の日本人,7,日本語,female,Bachelor or equivalent
299,47,1,1,,8,日本語,female,Master or equivalent
300,38,1,1,,7,日本語,female,Bachelor or equivalent
301,35,1,1,,7,日本語,female,Bachelor or equivalent
302,38,2,1,,7,日本語,male,Bachelor or equivalent
303,39,2,4,イギリス系、フランス系,7,英語,male,Bachelor or equivalent
304,48,1,1,,7,日本語,female,Bachelor or equivalent
305,29,1,4,フィリピン,7,英語,female,Bachelor or equivalent
306,33,1,1,,8,日本語,female,Master or equivalent
307,40,2,1,,7,日本語,male,Bachelor or equivalent
308,39,2,1,,7,日本語,male,Bachelor or equivalent
309,41,2,1,,9,日本語,male,Doctoral or equivalent
310,61,1,1,,7,日本語,female,Bachelor or equivalent
311,49,1,4,白人,8,ロシア語,female,Master or equivalent
312,32,2,1,,8,japanese,male,Master or equivalent
313,29,2,4,ヨーロピアン,7,英語,male,Bachelor or equivalent
315,45,1,1,,7,Japanese,female,Bachelor or equivalent
316,31,1,2,,7,日本語,female,Bachelor or equivalent
317,40,1,1,,7,日本語,female,Bachelor or equivalent
318,36,1,1,,3,日本語,female,Lower secondary education
319,44,1,1,,7,日本語,female,Bachelor or equivalent
320,38,1,1,,3,日本語,female,Lower secondary education
321,38,1,1,,3,日本語,female,Lower secondary education
323,42,1,1,,7,日本語,female,Bachelor or equivalent
324,46,1,1,,7,日本語,female,Bachelor or equivalent
326,61,1,4,普通の日本人,7,日本語,female,Bachelor or equivalent
327,47,1,1,,7,日本語,female,Bachelor or equivalent
328,45,2,4,イギリス人,8,英語,male,Master or equivalent
329,35,1,1,,8,日本語,female,Master or equivalent
330,29,2,1,,7,日本語,male,Bachelor or equivalent
331,46,1,1,,8,日本語,female,Master or equivalent
332,33,1,1,,8,日本語,female,Master or equivalent
333,35,1,1,,8,日本語,female,Master or equivalent
334,39,1,1,,8,日本語,female,Master or equivalent
335,32,1,1,,8,日本語,female,Master or equivalent
336,61,1,1,,7,日本語,female,Bachelor or equivalent
337,46,1,1,,8,日本語,female,Master or equivalent
338,34,1,2,,8,日本語,female,Master or equivalent
339,27,1,1,,7,日本語,female,Bachelor or equivalent
340,29,2,1,,7,日本語,male,Bachelor or equivalent
341,42,2,1,,8,日本語,male,Master or equivalent
342,46,1,1,,7,Japanese,female,Bachelor or equivalent
343,28,1,1,,7,日本語,female,Bachelor or equivalent
344,32,1,4,アフリカ人,8,英語,female,Master or equivalent
346,61,1,1,,7,日本語,female,Bachelor or equivalent
347,43,1,1,,7,日本語,female,Bachelor or equivalent
348,46,1,4,白人,8,ロシア語,female,Master or equivalent
349,40,1,1,,9,日本語,female,Doctoral or equivalent
350,31,1,1,,7,日本語,female,Bachelor or equivalent
351,28,1,1,,7,日本語,female,Bachelor or equivalent
353,29,1,4,フィリピン,7,英語,female,Bachelor or equivalent
354,32,1,1,,8,日本語,female,Master or equivalent
355,33,1,4,アフリカ人,8,英語,female,Master or equivalent
358,32,1,1,,8,日本語,female,Master or equivalent
359,60,1,1,,7,日本語,female,Bachelor or equivalent
360,31,1,1,,8,日本語,female,Master or equivalent
361,40,1,1,,8,日本語,female,Master or equivalent
362,39,1,1,,8,English ,female,Master or equivalent
363,37,2,1,,7,日本語,male,Bachelor or equivalent
364,36,2,1,,8,日本語,male,Master or equivalent
365,44,2,1,,7,日本語,male,Bachelor or equivalent
366,39,2,4,白人,8,英語,male,Master or equivalent
367,41,2,1,,7,日本語,male,Bachelor or equivalent
368,40,2,1,,7,日本語,male,Bachelor or equivalent
369,28,1,1,,8,日本語,female,Master or equivalent
370,40,2,1,,7,日本語,male,Bachelor or equivalent
371,29,1,1,,8,日本語,female,Master or equivalent
372,26,1,1,,8,日本語,female,Master or equivalent
373,39,1,1,,3,日本語,female,Lower secondary education
374,38,1,1,,3,日本語,female,Lower secondary education
375,34,1,1,,3,日本語,female,Lower secondary education
376,54,1,1,,8,日本語,female,Master or equivalent
377,41,2,1,,9,日本語,male,Doctoral or equivalent
378,41,2,1,,9,日本語,male,Doctoral or equivalent
379,44,2,1,,9,日本語,male,Doctoral or equivalent
380,44,2,1,,9,日本語,male,Doctoral or equivalent
381,41,2,1,,9,中国語,male,Doctoral or equivalent
382,44,1,1,,7,日本語,female,Bachelor or equivalent
383,33,1,1,,8,日本語,female,Master or equivalent
384,29,2,1,,7,日本語,male,Bachelor or equivalent
385,45,2,1,,8,英語,male,Master or equivalent
386,34,1,1,,8,日本語,female,Master or equivalent
387,29,2,1,,7,日本語,male,Bachelor or equivalent
388,37,1,1,,8,日本語,female,Master or equivalent
389,48,1,1,,8,日本語,female,Master or equivalent
390,29,2,1,,7,日本語,male,Bachelor or equivalent
392,45,1,1,,7,日本語,female,Bachelor or equivalent
393,61,1,4,普通の日本人,7,日本語,female,Bachelor or equivalent
394,60,1,2,,7,日本語,female,Bachelor or equivalent
395,54,1,2,,8,日本語,female,Master or equivalent
396,45,2,2,,8,日本語,male,Master or equivalent
397,32,1,1,,8,日本語,female,Master or equivalent
398,34,1,1,,8,日本語,female,Master or equivalent
399,46,1,1,,8,日本語,female,Master or equivalent
400,56,1,2,,8,日本語,female,Master or equivalent
401,40,1,2,,8,日本語,female,Master or equivalent
402,25,1,2,,7,日本語,female,Bachelor or equivalent
403,45,2,4,イギリス人,8,英語,male,Master or equivalent
404,35,1,2,,8,日本語,female,Master or equivalent
405,45,1,1,,8,日本語,female,Master or equivalent
406,27,2,1,,7,日本語,male,Bachelor or equivalent
407,45,2,1,,8,日本語,male,Master or equivalent
408,24,2,1,,7,日本語,male,Bachelor or equivalent
409,30,1,1,,8,日本語,female,Master or equivalent
410,39,2,1,,9,日本語,male,Doctoral or equivalent
411,47,1,1,,8,日本語,female,Master or equivalent
412,24,1,1,,7,日本語,female,Bachelor or equivalent
414,25,2,1,,7,日本語,male,Bachelor or equivalent
415,27,1,1,,7,日本語,female,Bachelor or equivalent
416,23,1,1,,7,日本語,female,Bachelor or equivalent
417,28,2,1,,7,日本語,male,Bachelor or equivalent
418,34,2,1,,9,日本語,male,Doctoral or equivalent
419,38,2,1,,9,日本語,male,Doctoral or equivalent
420,46,1,1,,7,日本語,female,Bachelor or equivalent
421,42,1,1,,7,日本語,female,Bachelor or equivalent
423,26,1,1,,7,日本語,female,Bachelor or equivalent
424,40,2,1,,9,日本語,male,Doctoral or equivalent
425,38,2,1,,9,日本語,male,Doctoral or equivalent
426,41,2,1,,9,日本語,male,Doctoral or equivalent
427,39,2,1,,9,日本語,male,Doctoral or equivalent
428,32,1,1,,8,日本語,female,Master or equivalent
429,37,1,1,,3,日本語,female,Lower secondary education
430,29,1,1,,8,日本語,female,Master or equivalent
431,33,1,1,,3,日本語,female,Lower secondary education
432,45,1,1,,8,日本語,female,Master or equivalent
433,38,1,1,,3,日本語,female,Lower secondary education
434,30,1,1,,8,日本語,female,Master or equivalent
435,30,1,1,,8,日本語,female,Master or equivalent
437,27,1,4,アフリカ人,8,英語,female,Master or equivalent
438,48,1,1,,7,日本語,female,Bachelor or equivalent
439,28,2,1,,8,Japanese,male,Master or equivalent
440,36,2,4,白人,9,英語,male,Doctoral or equivalent
441,41,2,1,,8,日本語,male,Master or equivalent
442,45,2,1,,8,日本語,male,Master or equivalent
443,61,1,1,,7,日本語,female,Bachelor or equivalent
444,46,1,1,,8,日本語,female,Master or equivalent
445,33,1,2,,8,日本語,female,Master or equivalent
446,45,2,4,イギリス人,8,英語,male,Master or equivalent
447,57,1,1,,7,日本語,female,Bachelor or equivalent
448,39,2,1,,8,日本語,male,Master or equivalent
449,41,1,1,,8,日本語,female,Master or equivalent
450,27,2,1,,7,日本語,male,Bachelor or equivalent
451,37,1,1,,8,日本語,female,Master or equivalent
452,27,2,1,,7,日本語,male,Bachelor or equivalent
453,25,1,1,,7,日本語,female,Bachelor or equivalent
454,44,1,1,,7,日本語,female,Bachelor or equivalent
455,46,1,1,,7,日本語,female,Bachelor or equivalent
456,37,2,1,,9,日本語,male,Doctoral or equivalent
457,44,1,1,,7,日本語,female,Bachelor or equivalent
458,36,2,1,,9,日本語,male,Doctoral or equivalent
459,35,2,1,,9,日本語,male,Doctoral or equivalent
460,36,2,1,,9,日本語,male,Doctoral or equivalent
461,46,1,1,,7,Japanese,female,Bachelor or equivalent
462,44,2,4,イギリス人,8,英語,male,Master or equivalent
463,34,1,1,,7,日本語,female,Bachelor or equivalent
464,26,1,1,,7,日本語,female,Bachelor or equivalent
465,32,1,1,,8,日本語,female,Master or equivalent
466,47,1,1,,7,日本語,female,Bachelor or equivalent
467,44,1,1,,8,日本語,female,Master or equivalent
468,45,1,1,,7,日本語,female,Bachelor or equivalent
469,46,1,1,,7,日本語,female,Bachelor or equivalent
470,41,2,4,白人,9,英語,male,Doctoral or equivalent
471,61,1,1,,7,日本語,female,Bachelor or equivalent
472,21,1,1,,7,日本語,female,Bachelor or equivalent
473,44,1,1,,7,日本語,female,Bachelor or equivalent
474,47,1,1,,7,日本語,female,Bachelor or equivalent
475,30,1,1,,8,日本語,female,Master or equivalent
476,49,1,1,,8,日本語,female,Master or equivalent
477,33,1,1,,3,日本語,female,Lower secondary education
480,27,2,4,ヨーロピアン,7,英語,male,Bachelor or equivalent
481,45,1,1,,7,日本語,female,Bachelor or equivalent
482,56,1,4,普通の日本人,7,日本語,female,Bachelor or equivalent
483,36,2,1,,7,日本語,male,Bachelor or equivalent
484,33,2,1,,4,日本語,male,Upper secondary education
485,36,2,1,,6,日本語,male,Short-cycle tertiary education
487,37,2,1,,7,日本語,male,Bachelor or equivalent
488,28,2,1,,7,日本語,male,Bachelor or equivalent
489,30,2,1,,7,日本語,male,Bachelor or equivalent
490,33,2,1,,8,日本語,male,Master or equivalent
491,33,1,4,Italian,3,Italian,female,Lower secondary education
492,32,2,1,,6,日本語,male,Short-cycle tertiary education
493,30,1,4,アフリカ人 ,8,英語,female,Master or equivalent
494,38,1,2,,8,日本語,female,Master or equivalent
495,48,1,1,,8,日本語,female,Master or equivalent
496,31,1,1,,8,日本語,female,Master or equivalent
497,43,2,1,,8,日本語,male,Master or equivalent
498,25,2,1,,7,日本語,male,Bachelor or equivalent
500,35,1,2,,8,日本語,female,Master or equivalent
501,28,2,4,ヨーロピアン,7,英語,male,Bachelor or equivalent
502,31,1,1,,7,日本語,female,Bachelor or equivalent
503,39,2,1,,8,日本語,male,Master or equivalent
504,39,2,1,,8,日本語,male,Master or equivalent
505,34,1,1,,8,日本語,female,Master or equivalent
506,48,2,1,,8,日本語,male,Master or equivalent
507,33,1,1,,8,日本語,female,Master or equivalent
508,31,1,2,,8,日本語,female,Master or equivalent
509,33,1,1,,8,日本語,female,Master or equivalent
510,30,1,1,,8,日本語,female,Master or equivalent
511,31,1,1,,8,日本語,female,Master or equivalent
512,32,1,1,,8,日本語,female,Master or equivalent
513,34,1,1,,8,日本語,female,Master or equivalent
514,35,1,4,白人,8,ポーランド語,female,Master or equivalent
515,31,1,1,,7,日本語,female,Bachelor or equivalent
516,30,1,1,,7,日本語,female,Bachelor or equivalent
517,30,1,1,,7,日本語,female,Bachelor or equivalent
518,26,1,1,,7,日本語,female,Bachelor or equivalent
519,41,1,1,,7,日本語,female,Bachelor or equivalent
520,36,1,1,,3,日本語,female,Lower secondary education
521,33,1,1,,3,日本語,female,Lower secondary education
522,34,1,1,,3,日本語,female,Lower secondary education
523,34,1,1,,3,日本語,female,Lower secondary education
524,39,1,4,Italian,3,Italian,female,Lower secondary education
525,31,2,1,,7,日本語,male,Bachelor or equivalent
526,41,2,4,白人,9,英語,male,Doctoral or equivalent
527,32,1,2,,8,日本語,female,Master or equivalent
528,45,1,1,,7,日本語,female,Bachelor or equivalent
529,36,1,4,Zimbabwe ,8,English ,female,Master or equivalent
530,45,1,1,,7,日本語,female,Bachelor or equivalent
531,58,1,4,普通の日本人,7,日本語,female,Bachelor or equivalent
532,49,1,4,白人,8,ロシア語,female,Master or equivalent
533,30,2,1,,8,Japanese,male,Master or equivalent
534,39,2,1,,8,日本語,male,Master or equivalent
535,46,1,1,,7,日本語,female,Bachelor or equivalent
536,40,2,1,,7,日本語,male,Bachelor or equivalent
537,37,2,1,,7,日本語,male,Bachelor or equivalent
539,39,2,1,,7,日本語,male,Bachelor or equivalent
540,32,2,1,,8,日本語,male,Master or equivalent
541,35,1,2,,8,日本語,female,Master or equivalent
542,45,1,1,,8,日本語,female,Master or equivalent
543,60,1,1,,7,日本語,female,Bachelor or equivalent
544,40,2,1,,7,日本語,male,Bachelor or equivalent
545,37,2,1,,7,日本語,male,Bachelor or equivalent
546,31,1,3,,7,日本語,female,Bachelor or equivalent
547,46,1,1,,7,日本語,female,Bachelor or equivalent
548,25,2,1,,8,日本語,male,Master or equivalent
550,47,1,1,,7,日本語,female,Bachelor or equivalent
551,45,1,1,,8,日本語,female,Master or equivalent
