,Age,Gender,Race,Race_alternative,Highest education,First language,Gender_label,Race_label,Highest education_label
172,23,1,2,,7,Espa?ol,female,White,Bachelor or equivalent
173,23,1,2,,8,Espa?ol,female,White,Master or equivalent
174,23,1,2,,8,Espa?ol,female,White,Master or equivalent
175,22,1,7,Hispano,7,Espa?ol,female,Other (write in),Bachelor or equivalent
176,35,2,7,mestizo,8,Espa?ol,male,Other (write in),Master or equivalent
177,32,2,7,Latino,8,Espa?ol,male,Other (write in),Master or equivalent
178,23,1,2,,8,espa?ol,female,White,Master or equivalent
179,23,2,2,,8,Espa?ol,male,White,Master or equivalent
180,24,2,7,latino,7,espa?ol,male,Other (write in),Bachelor or equivalent
181,26,2,2,,8,Espa?ol,male,White,Master or equivalent
182,28,1,7,Latino,8,Espa?ol,female,Other (write in),Master or equivalent
183,26,2,2,,8,Espa?ol,male,White,Master or equivalent
184,21,1,7,Mexicana,4,Espanol,female,Other (write in),Upper secondary education
185,54,1,2,,6,espa?ol,female,White,Short-cycle tertiary education
186,26,1,7,Hispanic,8,Espa?ol,female,Other (write in),Master or equivalent
188,23,2,7,Latino,8,Espa?ol,male,Other (write in),Master or equivalent
189,25,1,7,Latinoamericano ,7,Espa?ol,female,Other (write in),Bachelor or equivalent
190,20,1,2,,7,espa?ol,female,White,Bachelor or equivalent
191,22,1,7,Latina,8,Espa?ol,female,Other (write in),Master or equivalent
192,21,2,7,Latino,7,Espa?ol,male,Other (write in),Bachelor or equivalent
193,25,1,2,,8,espa?ol,female,White,Master or equivalent
194,28,1,7,Latina,8,espa?ol,female,Other (write in),Master or equivalent
195,51,1,2,,8,espa;ol,female,White,Master or equivalent
196,24,2,2,,8,Espa?ol,male,White,Master or equivalent
197,30,2,7,Latino,8,Espa?ol,male,Other (write in),Master or equivalent
199,20,1,7,Mixed,7,Spanish,female,Other (write in),Bachelor or equivalent
200,21,2,7,Latino,8,Espa?ol,male,Other (write in),Master or equivalent
201,27,2,2,,8,Espa?ol,male,White,Master or equivalent
202,46,1,7,Latino,8,Espa?ol,female,Other (write in),Master or equivalent
203,27,2,2,,7,Espa?ol,male,White,Bachelor or equivalent
204,28,2,7,Hispano,5,Espa?ol,male,Other (write in),Post-secondary non-tertiary education
206,22,2,7,latino,8,spanish,male,Other (write in),Master or equivalent
207,22,1,7,Latino,7,Espa?ol ,female,Other (write in),Bachelor or equivalent
208,23,1,7,latina,7,Espa?ol,female,Other (write in),Bachelor or equivalent
209,23,1,7,Hispano,7,Espa?ol,female,Other (write in),Bachelor or equivalent
210,25,1,7,Latina,7,Espa?ol,female,Other (write in),Bachelor or equivalent
211,24,1,7,Latino,8,espa?ol,female,Other (write in),Master or equivalent
212,22,1,2,,7,Espa?ol,female,White,Bachelor or equivalent
213,26,2,7,Latino/Mexicano,7,Espa?ol,male,Other (write in),Bachelor or equivalent
214,25,1,7,Hispana,4,Espa?ol,female,Other (write in),Upper secondary education
215,22,1,7,latin,8,espa?ol,female,Other (write in),Master or equivalent
216,19,1,7,Hispánica,7,Espa?ol,female,Other (write in),Bachelor or equivalent
217,25,2,2,,7,Espa?ol,male,White,Bachelor or equivalent
218,34,2,7,Latino,8,Espa?ol,male,Other (write in),Master or equivalent
219,23,1,2,,4,ESPA?OL,female,White,Upper secondary education
220,29,2,7,latino,4,espa?ol,male,Other (write in),Upper secondary education
221,23,2,2,,8,espa?ol,male,White,Master or equivalent
222,20,2,7,Latino,7,Espa?ol,male,Other (write in),Bachelor or equivalent
223,24,1,7,Mezcla,8,Espa?ol,female,Other (write in),Master or equivalent
224,25,2,7,Latino,6,Espa?ol,male,Other (write in),Short-cycle tertiary education
225,24,2,2,,7,Espa?ol,male,White,Bachelor or equivalent
226,22,1,2,,7,Espa?ol,female,White,Bachelor or equivalent
228,45,1,2,,6,Espa?ol,female,White,Short-cycle tertiary education
229,30,1,7,Latina,8,Espa?ol,female,Other (write in),Master or equivalent
230,20,2,7,latino,4,espa?ol,male,Other (write in),Upper secondary education
231,24,1,7,latino,8,espa?ol,female,Other (write in),Master or equivalent
232,23,1,7,latinoamericana,8,espa?ol,female,Other (write in),Master or equivalent
233,23,1,7,Latin,6,Espa?ol,female,Other (write in),Short-cycle tertiary education
234,32,2,2,,8,Castellano,male,White,Master or equivalent
235,25,1,2,,8,Espa?ol,female,White,Master or equivalent
236,26,2,7,LATINO,6,spanish,male,Other (write in),Short-cycle tertiary education
237,25,2,7,Latino,8,Espa?ol ,male,Other (write in),Master or equivalent
238,25,2,7,Mestizo,7,Espa?ol,male,Other (write in),Bachelor or equivalent
239,22,2,7,Latino,7,Espa?ol,male,Other (write in),Bachelor or equivalent
240,21,1,7,Latino,4,Espa?ol,female,Other (write in),Upper secondary education
241,25,2,7,latino,8,espa?ol ,male,Other (write in),Master or equivalent
242,32,2,7,Latino / Hispano,8,Espa?ol,male,Other (write in),Master or equivalent
243,27,1,7,latina,8,espa?ol,female,Other (write in),Master or equivalent
244,24,1,2,,8,espa?ol,female,White,Master or equivalent
245,21,2,7,Latino,8,Espa?ol,male,Other (write in),Master or equivalent
246,25,2,7,latinoamericano,6,Espa?ol,male,Other (write in),Short-cycle tertiary education
247,24,1,2,,8,espa?ol,female,White,Master or equivalent
248,30,2,2,,8,Espa?ol,male,White,Master or equivalent
249,32,2,7,Latinoamericano,8,Espa?ol,male,Other (write in),Master or equivalent
251,26,2,7,Latino,8,Espa?ol,male,Other (write in),Master or equivalent
252,25,1,7,Latino,8,Espa?ol,female,Other (write in),Master or equivalent
253,26,1,7,Latina,5,Espa?ol // Inglés,female,Other (write in),Post-secondary non-tertiary education
254,23,2,7,Latino,8,Espa?ol,male,Other (write in),Master or equivalent
255,28,2,7,Hispano,5,Espa?ol,male,Other (write in),Post-secondary non-tertiary education
256,27,2,2,,8,Espa?ol,male,White,Master or equivalent
257,27,1,7,Hispano,5,Espa?ol,female,Other (write in),Post-secondary non-tertiary education
258,21,2,2,,4,Espa?ol,male,White,Upper secondary education
259,21,2,7,Hispano,5,Espa?ol,male,Other (write in),Post-secondary non-tertiary education
260,26,1,7,latina,7,spanish,female,Other (write in),Bachelor or equivalent
261,24,2,7,Latino,7,Espa?ol,male,Other (write in),Bachelor or equivalent
262,33,2,7,Mestizo,6,Espa?ol,male,Other (write in),Short-cycle tertiary education
263,20,1,2,,6,Espa?ol,female,White,Short-cycle tertiary education
264,25,1,2,,8,Espa?ol,female,White,Master or equivalent
265,24,2,7,Latinx,8,espa?ol,male,Other (write in),Master or equivalent
266,27,2,7,latino ,6,espa?ol ,male,Other (write in),Short-cycle tertiary education
267,19,2,7,Latino,7,Espa?ol,male,Other (write in),Bachelor or equivalent
268,23,1,7,hispana,8,Espa?ol,female,Other (write in),Master or equivalent
269,24,2,7,latino,8,espa?ol,male,Other (write in),Master or equivalent
270,23,1,2,,8,Espa?ol,female,White,Master or equivalent
271,25,2,7,Latino,8,Espa?ol,male,Other (write in),Master or equivalent
272,49,2,7,Latino,7,Espa?ol,male,Other (write in),Bachelor or equivalent
273,37,1,2,,7,espa?ol,female,White,Bachelor or equivalent
274,29,1,7,latin,7,espa?ol,female,Other (write in),Bachelor or equivalent
276,24,1,2,,7,Espa?ol,female,White,Bachelor or equivalent
277,24,2,2,,7,Espa?ol,male,White,Bachelor or equivalent
278,32,2,7,Latino,8,Spanish,male,Other (write in),Master or equivalent
279,24,1,7,Latinoamericano,8,Espa?ol,female,Other (write in),Master or equivalent
280,39,2,7,Latino,8,Espa?ol,male,Other (write in),Master or equivalent
282,55,1,2,,8,Espa?ol,female,White,Master or equivalent
283,21,1,7,Latinoamericano,7,Espa?ol,female,Other (write in),Bachelor or equivalent
284,29,2,7,Hispanic ,7,Espa?ol,male,Other (write in),Bachelor or equivalent
285,37,2,2,,8,Espa?ol ,male,White,Master or equivalent
286,19,2,3,,5,Espa?ol,male,Black,Post-secondary non-tertiary education
287,26,2,2,,8,Espa?ol,male,White,Master or equivalent
288,24,1,7,Latinoamericana ,8,Espa?ol ,female,Other (write in),Master or equivalent
289,19,2,2,,7,Espa?ol,male,White,Bachelor or equivalent
290,21,1,7,Latina,7,Espa?ol ,female,Other (write in),Bachelor or equivalent
291,27,1,2,,8,espa?ol,female,White,Master or equivalent
292,36,2,2,,8,Espa?ol,male,White,Master or equivalent
294,27,2,7,Latino,7,Espa?ol,male,Other (write in),Bachelor or equivalent
296,21,1,7,Hispánica,7,Espa?ol,female,Other (write in),Bachelor or equivalent
297,33,2,7,hispano,8,espanol,male,Other (write in),Master or equivalent
298,23,2,7,Latino,8,Espa?ol,male,Other (write in),Master or equivalent
299,21,1,7,Latino,5,Espa?ol ,female,Other (write in),Post-secondary non-tertiary education
300,22,2,7,Latina,7,Espa?ol,male,Other (write in),Bachelor or equivalent
301,28,2,7,Nativo mexicano,8,Espa?ol,male,Other (write in),Master or equivalent
302,20,1,2,,7,Espa?ol,female,White,Bachelor or equivalent
303,34,1,7,Latino,8,Espa?ol,female,Other (write in),Master or equivalent
304,25,2,7,Latino,6,Espa?ol,male,Other (write in),Short-cycle tertiary education
305,21,2,2,,7,Espa?ol ,male,White,Bachelor or equivalent
307,30,1,7,Hispano,7,Espa?ol,female,Other (write in),Bachelor or equivalent
308,33,2,7,latino,7,espa?ol,male,Other (write in),Bachelor or equivalent
309,29,1,7,Latina/Hispana,7,Espa?ol,female,Other (write in),Bachelor or equivalent
310,23,1,7,mestizo,7,Espa?ol ,female,Other (write in),Bachelor or equivalent
311,23,2,7,Mexicano,8,Espa?ol,male,Other (write in),Master or equivalent
312,30,1,7,Latino,6,Espa?ol ,female,Other (write in),Short-cycle tertiary education
313,28,1,7,Latina ,8,Espa?ol ,female,Other (write in),Master or equivalent
314,23,2,7,latino/ hispano,7,espa?ol,male,Other (write in),Bachelor or equivalent
315,21,2,7,Latino,7,Espa?ol,male,Other (write in),Bachelor or equivalent
316,34,2,7,latino,8,espa?ol,male,Other (write in),Master or equivalent
317,25,1,7,Latino,8,Spanish,female,Other (write in),Master or equivalent
318,23,2,7,Hispano,6,Spanish,male,Other (write in),Short-cycle tertiary education
319,25,1,2,,8,Espa?ol ,female,White,Master or equivalent
320,24,2,2,,6,Espa?ol,male,White,Short-cycle tertiary education
321,31,1,7,Mestiza,8,Espa?ol ,female,Other (write in),Master or equivalent
322,38,1,2,,8,espa?ol,female,White,Master or equivalent
323,33,2,2,,8,Espa?ol ,male,White,Master or equivalent
324,22,1,7,Latina,7,Espa?ol,female,Other (write in),Bachelor or equivalent
325,21,1,7,Latino,4,Espa?ol,female,Other (write in),Upper secondary education
326,26,2,7,Latino,8,spanish,male,Other (write in),Master or equivalent
327,23,2,7,Latino,7,Espa?ol,male,Other (write in),Bachelor or equivalent
328,23,1,7,Latino,7,Espa?ol,female,Other (write in),Bachelor or equivalent
329,56,2,2,,8,Ingles,male,White,Master or equivalent
330,25,2,2,,5,espa?ol,male,White,Post-secondary non-tertiary education
331,27,2,7,Latino,8,Espa?ol,male,Other (write in),Master or equivalent
333,28,1,2,,8,Espa?ol,female,White,Master or equivalent
334,25,2,2,,8,Espanol,male,White,Master or equivalent
335,25,1,7,Latino,8,Espa?ol,female,Other (write in),Master or equivalent
336,22,2,2,,7,Espa?ol,male,White,Bachelor or equivalent
337,20,2,7,Hispano,7,Espa?ol,male,Other (write in),Bachelor or equivalent
338,20,2,2,,4,espa?ol,male,White,Upper secondary education
340,21,2,2,,7,Espa?ol,male,White,Bachelor or equivalent
341,27,2,2,,7,Espa?ol,male,White,Bachelor or equivalent
342,36,2,1,,8,Espa?ol,male,Asian,Master or equivalent
343,26,1,7,Hispano,8,Espa?ol,female,Other (write in),Master or equivalent
344,29,2,7,Mestizo,8,Espa?ol ,male,Other (write in),Master or equivalent
345,28,2,2,,5,Espa?ol,male,White,Post-secondary non-tertiary education
346,22,1,2,,7,Espa?ol,female,White,Bachelor or equivalent
347,25,2,7,hispano,7,espa?ol,male,Other (write in),Bachelor or equivalent
348,46,1,7,Latino,8,Espa?ol,female,Other (write in),Master or equivalent
349,27,2,2,,7,Espa?ol,male,White,Bachelor or equivalent
350,24,2,7,Latino,8,Espa?ol,male,Other (write in),Master or equivalent
351,48,1,7,Hidpano,8,Espa?ol,female,Other (write in),Master or equivalent
352,29,2,2,,8,Espa?ol,male,White,Master or equivalent
353,26,2,2,,8,Espa?ol,male,White,Master or equivalent
354,35,1,7,Latino,8,Espa?ol,female,Other (write in),Master or equivalent
355,20,1,7,Latino,5,Espa?ol,female,Other (write in),Post-secondary non-tertiary education
356,26,1,7,Latina ,8,Espa?ol ,female,Other (write in),Master or equivalent
357,22,2,7,Latino,5,Espa?ol,male,Other (write in),Post-secondary non-tertiary education
358,31,2,4,,8,Hindi ,male,"South Asian Indian, Pakistani, etc.",Master or equivalent
359,32,1,2,,8,Espa?ol,female,White,Master or equivalent
360,25,1,7,Latina,8,Espa?ol,female,Other (write in),Master or equivalent
361,23,1,7,Latino,8,Espa?ol,female,Other (write in),Master or equivalent
362,22,2,7,latino,7,espa?ol,male,Other (write in),Bachelor or equivalent
363,20,1,7,Latina ,5,Espa?ol ,female,Other (write in),Post-secondary non-tertiary education
364,21,1,7,Latina,7,Mexicano,female,Other (write in),Bachelor or equivalent
365,28,1,2,,8,German,female,White,Master or equivalent
366,25,2,7,Latino,8,Espa?ol,male,Other (write in),Master or equivalent
367,24,2,7,Mestizo,7,Ingles,male,Other (write in),Bachelor or equivalent
368,27,2,7,"Hispano, Latino",8,Espa?ol,male,Other (write in),Master or equivalent
369,21,1,2,,7,Espanol,female,White,Bachelor or equivalent
371,26,2,2,,5,espanol,male,White,Post-secondary non-tertiary education
372,23,2,7,LATINO,8,ESPA?OL,male,Other (write in),Master or equivalent
373,51,2,2,,8,Espa?ol,male,White,Master or equivalent
374,22,2,7,Hispano,5,Espa?ol,male,Other (write in),Post-secondary non-tertiary education
375,21,2,3,,7,Espa?ol,male,Black,Bachelor or equivalent
376,25,2,7,Hispano ,8,Espa?ol ,male,Other (write in),Master or equivalent
377,27,1,7,Latino ,8,Espa?ol,female,Other (write in),Master or equivalent
378,27,2,7,Hispano,7,Espa?ol,male,Other (write in),Bachelor or equivalent
379,21,2,7,Latino,7,Espa?ol,male,Other (write in),Bachelor or equivalent
381,28,2,2,,8,Espa?ol ,male,White,Master or equivalent
382,28,2,7,Hispano,8,Espa?ol,male,Other (write in),Master or equivalent
383,32,2,7,Hispano,7,Espa?ol,male,Other (write in),Bachelor or equivalent
384,24,2,7,Hispano,7,Espa?ol,male,Other (write in),Bachelor or equivalent
385,29,2,7,Hispano ,8,Espa?ol ,male,Other (write in),Master or equivalent
386,23,2,7,Hispanoamericano,7,Espa?ol,male,Other (write in),Bachelor or equivalent
387,34,2,7,Latino,8,Espa?ol ,male,Other (write in),Master or equivalent
388,23,2,2,,8,Espa?ol ,male,White,Master or equivalent
389,27,2,2,,8,Espa?ol,male,White,Master or equivalent
390,30,1,7,Latina,8,Espa?ol,female,Other (write in),Master or equivalent
391,30,2,7,Latino,8,Spanish,male,Other (write in),Master or equivalent
393,23,2,2,,8,Espa?ol,male,White,Master or equivalent
394,31,2,7,Hispano,8,Espa?ol,male,Other (write in),Master or equivalent
395,20,1,7,Latino,7,Espa?ol,female,Other (write in),Bachelor or equivalent
396,27,1,7,Latino,7,Spanish ,female,Other (write in),Bachelor or equivalent
397,21,1,7,Latino,7,Espa?ol,female,Other (write in),Bachelor or equivalent
398,21,1,2,,6,Espa?ol,female,White,Short-cycle tertiary education
399,39,1,7,Hispano,8,Espa?ol,female,Other (write in),Master or equivalent
400,36,2,7,Latino,8,Espa?ol,male,Other (write in),Master or equivalent
401,32,2,7,Latino / Hispano,8,Espa?ol,male,Other (write in),Master or equivalent
402,20,2,7,latino,4,espa?ol,male,Other (write in),Upper secondary education
403,44,2,7,Latino,5,Espa?ol,male,Other (write in),Post-secondary non-tertiary education
404,24,2,7,Latino,7,Espa?ol,male,Other (write in),Bachelor or equivalent
405,26,1,7,Hispano,8,Espa?ol,female,Other (write in),Master or equivalent
407,21,1,7,Mexican,7,Spanish,female,Other (write in),Bachelor or equivalent
408,30,2,2,,8,Espa?ol,male,White,Master or equivalent
