,Age,Gender,Race,Race_alternative,Highest education,First language,Gender_label,Race_label,Highest education_label
139,27,1,2,,7,Northern Sotho,female,Black,Bachelor or equivalent
140,26,2,2,,6,English,male,Black,Short-cycle tertiary education
141,31,1,2,,7,English ,female,Black,Bachelor or equivalent
142,36,1,2,,7,ENGLISH,female,Black,Bachelor or equivalent
143,27,2,2,,7,English ,male,Black,Bachelor or equivalent
145,33,1,2,,7,Sesotho ,female,Black,Bachelor or equivalent
146,63,1,1,,7,English,female,White,Bachelor or equivalent
147,36,2,1,,7,English,male,White,Bachelor or equivalent
148,24,1,2,,7,English,female,Black,Bachelor or equivalent
149,51,1,3,,6,English,female,"South Asian Indian, Pakistani, etc.",Short-cycle tertiary education
150,24,1,2,,5,english,female,Black,Post-secondary non-tertiary education
151,25,1,2,,7,Isizulu,female,Black,Bachelor or equivalent
152,23,1,2,,7,English ,female,Black,Bachelor or equivalent
153,20,1,2,,7,IsiZulu,female,Black,Bachelor or equivalent
154,26,2,2,,8,English,male,Black,Master or equivalent
155,24,1,2,,4,Tsonga,female,Black,Upper secondary education
156,24,2,2,,7,Sepedi,male,Black,Bachelor or equivalent
157,27,2,2,,7,English,male,Black,Bachelor or equivalent
158,26,2,2,,6,English ,male,Black,Short-cycle tertiary education
159,22,2,2,,7,Setswana,male,Black,Bachelor or equivalent
160,26,1,2,,7,Siswati,female,Black,Bachelor or equivalent
161,29,2,2,,7,English,male,Black,Bachelor or equivalent
162,21,1,2,,5,isiZulu,female,Black,Post-secondary non-tertiary education
163,34,1,2,,7,xhosa,female,Black,Bachelor or equivalent
164,21,1,2,,4,Sepedi,female,Black,Upper secondary education
165,20,1,2,,4,english,female,Black,Upper secondary education
166,36,2,2,,4,english,male,Black,Upper secondary education
167,24,1,2,,7,English ,female,Black,Bachelor or equivalent
168,25,1,2,,8,Shona,female,Black,Master or equivalent
169,25,2,2,,7,Tsonga ,male,Black,Bachelor or equivalent
170,20,1,2,,4,English,female,Black,Upper secondary education
171,28,2,2,,8,English ,male,Black,Master or equivalent
172,38,1,6,Indian,7,English ,female,Other (write in),Bachelor or equivalent
173,27,2,2,,7,Tshivenda,male,Black,Bachelor or equivalent
174,35,1,6,Colored / Mixed ,5,English,female,Other (write in),Post-secondary non-tertiary education
175,43,2,2,,6,English ,male,Black,Short-cycle tertiary education
176,26,1,2,,7,english,female,Black,Bachelor or equivalent
177,25,1,2,,5,Zulu ,female,Black,Post-secondary non-tertiary education
178,25,2,2,,7,English,male,Black,Bachelor or equivalent
179,27,1,2,,7,Sepedi,female,Black,Bachelor or equivalent
180,20,1,2,,7,Isixhosa,female,Black,Bachelor or equivalent
181,28,1,3,,4,English ,female,"South Asian Indian, Pakistani, etc.",Upper secondary education
182,23,1,5,,5,English ,female,"Arabic, Central Asian",Post-secondary non-tertiary education
183,21,1,2,,6,IsiZulu,female,Black,Short-cycle tertiary education
184,37,1,2,,7,English ,female,Black,Bachelor or equivalent
185,22,1,2,,7,English,female,Black,Bachelor or equivalent
186,22,1,2,,4,Sepedi/Northern Sotho,female,Black,Upper secondary education
188,21,1,6,coloured( mixed),7,english,female,Other (write in),Bachelor or equivalent
190,21,1,2,,7,IsiZulu,female,Black,Bachelor or equivalent
191,29,2,2,,7,english,male,Black,Bachelor or equivalent
192,28,1,2,,7,Xhosa,female,Black,Bachelor or equivalent
193,30,1,2,,6,isiZulu,female,Black,Short-cycle tertiary education
194,27,2,1,,4,Afrikaans,male,White,Upper secondary education
195,22,2,2,,4,English ,male,Black,Upper secondary education
197,28,1,1,,7,English,female,White,Bachelor or equivalent
198,19,2,2,,6,Zulu,male,Black,Short-cycle tertiary education
199,28,2,2,,5,Isizulu,male,Black,Post-secondary non-tertiary education
202,28,1,2,,7,English,female,Black,Bachelor or equivalent
203,28,1,1,,7,Afrikaans,female,White,Bachelor or equivalent
204,30,2,2,,7,isiXhosa,male,Black,Bachelor or equivalent
205,33,2,1,,6,English,male,White,Short-cycle tertiary education
206,20,1,3,,7,english,female,"South Asian Indian, Pakistani, etc.",Bachelor or equivalent
207,29,2,5,,7,English,male,"Arabic, Central Asian",Bachelor or equivalent
208,33,2,2,,8,Zulu,male,Black,Master or equivalent
209,20,2,2,,5,ennglish,male,Black,Post-secondary non-tertiary education
210,25,2,2,,4,English,male,Black,Upper secondary education
211,24,1,2,,7,English ,female,Black,Bachelor or equivalent
212,21,1,2,,7,English,female,Black,Bachelor or equivalent
213,32,1,2,,7,English ,female,Black,Bachelor or equivalent
214,27,1,2,,7,English ,female,Black,Bachelor or equivalent
215,24,2,2,,5,isiNdebele,male,Black,Post-secondary non-tertiary education
216,25,2,2,,6,IsiZulu,male,Black,Short-cycle tertiary education
217,26,2,2,,7,Xhosa,male,Black,Bachelor or equivalent
218,23,1,2,,7,IsiZulu,female,Black,Bachelor or equivalent
219,35,2,2,,8,English,male,Black,Master or equivalent
220,47,1,1,,7,afrikaans,female,White,Bachelor or equivalent
221,30,1,2,,7,IsiXhosa,female,Black,Bachelor or equivalent
222,23,1,2,,5,IsiXhosa,female,Black,Post-secondary non-tertiary education
223,42,1,2,,7,Tswana,female,Black,Bachelor or equivalent
226,35,1,1,,8,English,female,White,Master or equivalent
227,20,1,2,,4,English,female,Black,Upper secondary education
228,26,2,2,,7,English,male,Black,Bachelor or equivalent
229,20,2,2,,7,English,male,Black,Bachelor or equivalent
230,29,1,2,,6,Tshivenda,female,Black,Short-cycle tertiary education
231,24,1,2,,7,English,female,Black,Bachelor or equivalent
232,32,2,2,,7,Isixhosa,male,Black,Bachelor or equivalent
233,31,1,2,,8,English,female,Black,Master or equivalent
235,27,1,2,,7,Zulu,female,Black,Bachelor or equivalent
236,28,1,2,,7,IsiXhosa,female,Black,Bachelor or equivalent
237,20,2,2,,4,IsiZulu,male,Black,Upper secondary education
238,25,1,2,,7,English,female,Black,Bachelor or equivalent
239,30,1,2,,7,SeTswana,female,Black,Bachelor or equivalent
240,30,2,2,,7,English,male,Black,Bachelor or equivalent
241,24,2,2,,8,English ,male,Black,Master or equivalent
243,37,1,2,,7,English ,female,Black,Bachelor or equivalent
244,26,1,2,,5,Zulu,female,Black,Post-secondary non-tertiary education
245,26,1,2,,7,Afrikaans,female,Black,Bachelor or equivalent
246,27,1,2,,7,IsiZulu,female,Black,Bachelor or equivalent
247,27,1,2,,7,Siswati,female,Black,Bachelor or equivalent
248,18,2,2,,7,English,male,Black,Bachelor or equivalent
249,23,1,2,,7,isiXhosa,female,Black,Bachelor or equivalent
250,28,1,2,,8,Sepedi,female,Black,Master or equivalent
251,25,1,2,,7,English,female,Black,Bachelor or equivalent
253,22,1,2,,4,Isizulu,female,Black,Upper secondary education
255,28,1,2,,7,English,female,Black,Bachelor or equivalent
256,27,1,2,,7,English,female,Black,Bachelor or equivalent
257,21,2,2,,6,IsiZulu,male,Black,Short-cycle tertiary education
258,27,2,2,,7,Sepedi,male,Black,Bachelor or equivalent
259,25,1,2,,7,English,female,Black,Bachelor or equivalent
260,49,2,6,Cape Coloured ,5,English,male,Other (write in),Post-secondary non-tertiary education
261,29,1,2,,6,english,female,Black,Short-cycle tertiary education
262,63,1,1,,7,English,female,White,Bachelor or equivalent
263,23,2,2,,7,Northern Sesotho,male,Black,Bachelor or equivalent
265,28,1,2,,6,English,female,Black,Short-cycle tertiary education
266,30,2,2,,6,isiZulu ,male,Black,Short-cycle tertiary education
267,24,2,2,,7,English ,male,Black,Bachelor or equivalent
268,27,1,2,,4,English,female,Black,Upper secondary education
269,28,1,2,,7,Tshivenda,female,Black,Bachelor or equivalent
270,31,1,2,,7,tswana,female,Black,Bachelor or equivalent
271,23,2,2,,7,Zulu,male,Black,Bachelor or equivalent
272,26,2,2,,8,English,male,Black,Master or equivalent
273,25,2,2,,7,Tshivenda ,male,Black,Bachelor or equivalent
274,20,1,2,,4,IsiXhosa,female,Black,Upper secondary education
275,30,1,2,,5,English,female,Black,Post-secondary non-tertiary education
276,33,1,2,,7,English ,female,Black,Bachelor or equivalent
277,22,1,2,,5,Xitsonga,female,Black,Post-secondary non-tertiary education
278,29,1,2,,7,Xitsonga,female,Black,Bachelor or equivalent
279,23,1,2,,6,Setswana ,female,Black,Short-cycle tertiary education
280,23,1,2,,4,Isizulu,female,Black,Upper secondary education
281,36,1,2,,7,English ,female,Black,Bachelor or equivalent
282,19,1,2,,4,IsiZulu,female,Black,Upper secondary education
283,25,1,2,,7,Sepedi,female,Black,Bachelor or equivalent
284,29,1,2,,6,English,female,Black,Short-cycle tertiary education
285,32,2,2,,4,English,male,Black,Upper secondary education
286,24,1,2,,6,english,female,Black,Short-cycle tertiary education
287,21,1,2,,7,tshivenda,female,Black,Bachelor or equivalent
288,32,1,2,,7,English,female,Black,Bachelor or equivalent
289,26,1,2,,7,ENGLISH,female,Black,Bachelor or equivalent
290,24,2,2,,7,Northern Sotho,male,Black,Bachelor or equivalent
291,30,1,2,,7,IsiZulu,female,Black,Bachelor or equivalent
292,34,1,2,,7,Ndebele,female,Black,Bachelor or equivalent
294,23,1,2,,7,Tswana,female,Black,Bachelor or equivalent
295,28,1,2,,7,English,female,Black,Bachelor or equivalent
296,21,1,2,,7,English,female,Black,Bachelor or equivalent
298,20,1,2,,5,SeTswana,female,Black,Post-secondary non-tertiary education
299,35,2,1,,7,English,male,White,Bachelor or equivalent
300,35,2,2,,8,Zulu,male,Black,Master or equivalent
301,22,1,2,,7,Swahili,female,Black,Bachelor or equivalent
302,28,1,2,,7,Xhosa,female,Black,Bachelor or equivalent
303,27,1,2,,6,IsiZulu,female,Black,Short-cycle tertiary education
304,26,1,2,,7,Zulu,female,Black,Bachelor or equivalent
305,24,1,2,,7,English ,female,Black,Bachelor or equivalent
306,22,2,2,,7,English,male,Black,Bachelor or equivalent
307,20,2,2,,6,English,male,Black,Short-cycle tertiary education
308,23,1,2,,7,English,female,Black,Bachelor or equivalent
309,25,1,6,Islander,7,French,female,Other (write in),Bachelor or equivalent
310,25,2,2,,7,Siswati,male,Black,Bachelor or equivalent
311,23,2,2,,6,Isixhosa,male,Black,Short-cycle tertiary education
312,19,1,2,,5,English,female,Black,Post-secondary non-tertiary education
313,28,1,2,,7,Sepedi,female,Black,Bachelor or equivalent
314,26,1,2,,7,english,female,Black,Bachelor or equivalent
316,33,1,2,,7,Xhosa,female,Black,Bachelor or equivalent
317,22,1,2,,7,Xhosa,female,Black,Bachelor or equivalent
319,25,1,2,,7,English,female,Black,Bachelor or equivalent
320,48,1,2,,7,English ,female,Black,Bachelor or equivalent
321,22,1,6,Coloured,4,English,female,Other (write in),Upper secondary education
322,27,1,2,,7,Setswana ,female,Black,Bachelor or equivalent
323,31,2,2,,6,TSHIVENDA,male,Black,Short-cycle tertiary education
324,22,1,2,,7,sepedi,female,Black,Bachelor or equivalent
325,25,1,2,,7,Zulu,female,Black,Bachelor or equivalent
326,27,1,2,,7,Zulu,female,Black,Bachelor or equivalent
328,26,1,2,,5,Xhosa ,female,Black,Post-secondary non-tertiary education
329,24,1,2,,7,English,female,Black,Bachelor or equivalent
330,29,2,2,,5,IsiZulu,male,Black,Post-secondary non-tertiary education
331,21,2,2,,4,English,male,Black,Upper secondary education
332,25,1,2,,7,Isizulu,female,Black,Bachelor or equivalent
333,47,1,2,,5,English ,female,Black,Post-secondary non-tertiary education
334,27,1,2,,7,Setswana ,female,Black,Bachelor or equivalent
335,35,1,2,,7,shona,female,Black,Bachelor or equivalent
336,31,1,2,,7,English ,female,Black,Bachelor or equivalent
337,23,2,2,,7,Xitsonga,male,Black,Bachelor or equivalent
338,26,1,2,,8,Siswati,female,Black,Master or equivalent
339,21,1,2,,4,english,female,Black,Upper secondary education
341,27,1,2,,7,Xhosa,female,Black,Bachelor or equivalent
342,25,1,2,,7,Zulu,female,Black,Bachelor or equivalent
343,26,1,2,,7,isiXhosa,female,Black,Bachelor or equivalent
344,23,1,2,,7,english,female,Black,Bachelor or equivalent
345,19,1,3,,7,English,female,"South Asian Indian, Pakistani, etc.",Bachelor or equivalent
347,27,1,2,,7,IsiZulu ,female,Black,Bachelor or equivalent
349,26,1,2,,7,xitsonga,female,Black,Bachelor or equivalent
350,23,1,2,,7,English ,female,Black,Bachelor or equivalent
351,26,1,2,,8,English,female,Black,Master or equivalent
352,24,1,6,Coloured,7,English,female,Other (write in),Bachelor or equivalent
353,21,2,2,,7,SISWATI,male,Black,Bachelor or equivalent
354,26,2,2,,7,english,male,Black,Bachelor or equivalent
355,23,1,2,,7,IsiZulu,female,Black,Bachelor or equivalent
356,22,1,6,Coloured,4,English,female,Other (write in),Upper secondary education
357,20,1,2,,7,Xhosa,female,Black,Bachelor or equivalent
358,21,1,2,,7,Setswana ,female,Black,Bachelor or equivalent
359,25,1,2,,4,Setswana,female,Black,Upper secondary education
360,43,2,2,,6,English ,male,Black,Short-cycle tertiary education
361,32,2,2,,5,english,male,Black,Post-secondary non-tertiary education
362,25,1,2,,7,English,female,Black,Bachelor or equivalent
363,60,2,1,,7,Afrikaans,male,White,Bachelor or equivalent
364,29,1,2,,7,shona,female,Black,Bachelor or equivalent
365,26,1,2,,8,English,female,Black,Master or equivalent
366,20,2,2,,7,English,male,Black,Bachelor or equivalent
367,30,1,2,,7,Setswana,female,Black,Bachelor or equivalent
368,23,1,2,,7,English ,female,Black,Bachelor or equivalent
369,22,1,2,,7,English ,female,Black,Bachelor or equivalent
370,27,1,2,,7,Setswana ,female,Black,Bachelor or equivalent
371,25,2,2,,7,Tsonga ,male,Black,Bachelor or equivalent
372,38,1,2,,5,Sepedi,female,Black,Post-secondary non-tertiary education
373,33,1,2,,7,english,female,Black,Bachelor or equivalent
374,32,1,2,,7,Sepedi,female,Black,Bachelor or equivalent
375,33,1,2,,7,IsiZulu,female,Black,Bachelor or equivalent
376,33,2,2,,6,zulu,male,Black,Short-cycle tertiary education
377,19,1,2,,4,english ,female,Black,Upper secondary education
378,21,2,2,,4,TSWANA,male,Black,Upper secondary education
379,22,1,2,,7,English,female,Black,Bachelor or equivalent
380,27,1,2,,6,English,female,Black,Short-cycle tertiary education
381,30,1,2,,7,Zulu,female,Black,Bachelor or equivalent
382,21,1,2,,4,xhosa,female,Black,Upper secondary education
383,21,1,2,,7,English,female,Black,Bachelor or equivalent
384,19,1,2,,4,English,female,Black,Upper secondary education
385,32,1,2,,4,IsiZulu,female,Black,Upper secondary education
386,29,1,2,,8,Shona,female,Black,Master or equivalent
387,24,1,2,,7,English,female,Black,Bachelor or equivalent
388,29,1,2,,7,Ndebele ,female,Black,Bachelor or equivalent
389,25,2,2,,4,English,male,Black,Upper secondary education
390,21,1,2,,6,English ,female,Black,Short-cycle tertiary education
391,24,2,2,,7,Sepedi,male,Black,Bachelor or equivalent
392,27,1,2,,7,english,female,Black,Bachelor or equivalent
393,19,1,1,,4,Afrikaans/English,female,White,Upper secondary education
394,32,1,2,,7,English ,female,Black,Bachelor or equivalent
395,24,2,2,,7,isizulu,male,Black,Bachelor or equivalent
396,29,2,1,,7,English,male,White,Bachelor or equivalent
397,22,1,2,,7,XiTsonga,female,Black,Bachelor or equivalent
398,23,2,1,,6,English,male,White,Short-cycle tertiary education
399,23,1,2,,7,English,female,Black,Bachelor or equivalent
400,29,1,2,,6,Sesotho,female,Black,Short-cycle tertiary education
401,30,1,2,,7,Sepedi ,female,Black,Bachelor or equivalent
402,27,1,2,,7,Xitsonga,female,Black,Bachelor or equivalent
403,32,1,6,coloured,5,English,female,Other (write in),Post-secondary non-tertiary education
405,47,1,1,,7,Afrikaans,female,White,Bachelor or equivalent
406,32,1,2,,6,English ,female,Black,Short-cycle tertiary education
408,26,1,2,,7,IsiXhosa,female,Black,Bachelor or equivalent
409,33,2,2,,7,Sepedi,male,Black,Bachelor or equivalent
410,23,2,2,,7,SiSwati,male,Black,Bachelor or equivalent
411,25,1,2,,5,Tshivenda,female,Black,Post-secondary non-tertiary education
412,25,1,2,,7,IsiNdebele ,female,Black,Bachelor or equivalent
413,22,1,2,,7,Tshivenda,female,Black,Bachelor or equivalent
414,26,2,2,,7,Xhosa,male,Black,Bachelor or equivalent
416,24,1,2,,4,english,female,Black,Upper secondary education
417,24,2,6,Coloured,6,English,male,Other (write in),Short-cycle tertiary education
418,23,1,2,,7,English,female,Black,Bachelor or equivalent
420,25,1,2,,7,English,female,Black,Bachelor or equivalent
421,21,1,2,,4,English,female,Black,Upper secondary education
422,33,1,6,Mixed ,5,English,female,Other (write in),Post-secondary non-tertiary education
423,21,1,2,,7,English ,female,Black,Bachelor or equivalent
424,22,1,2,,7,tswana,female,Black,Bachelor or equivalent
425,26,1,2,,5,Northern sotho (sepedi) ,female,Black,Post-secondary non-tertiary education
426,23,2,2,,6,IsiXosha,male,Black,Short-cycle tertiary education
427,29,2,2,,7,english,male,Black,Bachelor or equivalent
428,32,1,2,,7,English,female,Black,Bachelor or equivalent
429,25,1,2,,8,English,female,Black,Master or equivalent
430,21,1,2,,7,English,female,Black,Bachelor or equivalent
431,22,2,2,,7,Xhosa,male,Black,Bachelor or equivalent
432,22,1,2,,7,Tswana,female,Black,Bachelor or equivalent
433,41,1,2,,7,English ,female,Black,Bachelor or equivalent
434,23,2,2,,4,Sepedi,male,Black,Upper secondary education
435,21,2,1,,7,Afrikaans,male,White,Bachelor or equivalent
436,31,2,2,,7,Tshivenda,male,Black,Bachelor or equivalent
437,35,2,2,,7,IsiZulu,male,Black,Bachelor or equivalent
438,25,1,2,,4,English,female,Black,Upper secondary education
439,27,1,2,,7,Xhosa,female,Black,Bachelor or equivalent
440,25,1,2,,7,English,female,Black,Bachelor or equivalent
441,25,2,2,,6,English,male,Black,Short-cycle tertiary education
442,30,1,2,,7,sepedi,female,Black,Bachelor or equivalent
444,24,1,2,,7,Xhosa,female,Black,Bachelor or equivalent
446,25,1,2,,7,Zulu,female,Black,Bachelor or equivalent
447,24,2,2,,7,Sepedi,male,Black,Bachelor or equivalent
448,23,1,2,,7,English,female,Black,Bachelor or equivalent
449,22,1,6,Mixed - Coloured ,7,English ,female,Other (write in),Bachelor or equivalent
450,20,1,2,,4,English,female,Black,Upper secondary education
451,22,1,6,Coloured ,7,English,female,Other (write in),Bachelor or equivalent
452,28,2,2,,7,English,male,Black,Bachelor or equivalent
453,21,1,2,,4,English,female,Black,Upper secondary education
454,25,2,2,,7,Zulu,male,Black,Bachelor or equivalent
455,55,2,1,,7,english,male,White,Bachelor or equivalent
456,46,2,2,,7,Setswana,male,Black,Bachelor or equivalent
457,29,1,3,,7,English,female,"South Asian Indian, Pakistani, etc.",Bachelor or equivalent
458,32,1,2,,7,English,female,Black,Bachelor or equivalent
459,24,1,2,,7,IsiZulu,female,Black,Bachelor or equivalent
460,60,2,1,,7,Afrikaans,male,White,Bachelor or equivalent
461,31,1,2,,7,English,female,Black,Bachelor or equivalent
462,29,1,2,,7,Isizulu,female,Black,Bachelor or equivalent
464,30,1,2,,7,English,female,Black,Bachelor or equivalent
465,26,1,6,Mixed ,7,English,female,Other (write in),Bachelor or equivalent
466,36,1,2,,7,Sesotho,female,Black,Bachelor or equivalent
467,31,1,2,,7,English,female,Black,Bachelor or equivalent
468,19,2,2,,4,IsiZulu,male,Black,Upper secondary education
469,25,1,2,,4,English ,female,Black,Upper secondary education
470,33,1,6,Coloured,6,English,female,Other (write in),Short-cycle tertiary education
