,Valence.Evaluation,Equality,Activity.Intensity,Socioemotional,Formality.and.Regulation,Intimacy,Visibility,Communal.Sharing,Expected.Reciprocity,Strategic,Concreteness,Uniqueness,Love.Expression,Information.Exchange,Money.Exchange,Goods.Exchange,Service.Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance.for.society,Importance.for.individuals,Affiliation.Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial.Distance,Morality,Trust,Generation.Gap,cl_k3
Guard and Prisoner,30.2596354263021,19.144745994746,48.5292435959103,27.1401447318114,78.7426437759771,18.8417234000567,63.4722484305818,26.0924470591137,31.4159063159063,51.0470569553903,51.1763816430483,40.8433782267116,14.6422037838704,31.8903439153439,18.2601611351611,29.9628687670354,36.8211900753567,22.9181277056277,13.9771103896104,71.6613335738336,23.1284872534873,76.5764670514671,70.5335966502633,51.6735657860658,25.0876435293102,64.188281317448,45.2234848484848,52.2488129154796,52.785805706639,70.9788774497108,56.8709563584564,28.6387572304239,47.4548130881464,2
Nurse and Patient,85.5289445122778,57.7727873977874,56.9900269483603,45.948860707194,72.6315437648771,36.8295904712571,65.4892681392681,47.7895268311935,47.4530222863556,45.3862202612203,60.7191737275071,44.3352272727273,43.5013468013468,66.5922158088825,34.8031645823312,38.5172558922559,76.8644159852493,48.075298621132,16.6352673561007,22.6563131313131,33.0455988455988,26.748879669713,82.2317879651213,73.8710901752568,66.3291213416213,76.7230521022188,68.3105315980316,41.0512075887076,66.9873920832254,75.8628118794786,84.1747312872313,78.297983035483,49.5537565829232,1
Therapist and Patient,86.9027441694109,55.5402655985989,66.6705735622402,51.1749309332643,72.1955248455249,42.3643819143819,49.6309955476622,43.3080354830355,55.2777968944636,49.5365615865616,60.9708156041489,55.7059203142536,40.7568362193362,77.1771184062851,53.7788740580407,34.9704846079846,78.5401895943563,53.6969937469937,16.5821208112875,23.7156665864999,39.6108064774731,25.4627745711079,80.0854269187602,79.2943268151602,72.3319876111543,76.4229549771216,74.6533594491928,53.6227812311146,73.785228351895,74.5776828110161,85.1016273849607,85.3553634636968,51.5837304670638,1
Salesperson and Customer,68.5871671538338,61.3293428793429,37.9485902985903,32.2943081609748,74.381380348047,21.9815138565139,79.4290561290561,31.6485021151688,61.0970924137591,75.6767353017353,83.2052684969352,29.3517115600449,21.0978054353054,59.8516293891294,88.0732804232804,76.9578904120571,78.6484487734488,23.4354316979317,15.970664983165,28.9752605419272,72.8526715568382,26.4782126823794,64.9756572131572,55.3251133126133,48.8426983510317,73.4839624881292,61.1520374687041,28.0365427782094,60.704674954675,59.8987578779246,63.0919299835966,47.5655734697401,44.9765119140119,1
Between Business Partners,72.1041116291116,82.4817848817849,69.9217572550906,44.5157496824164,68.1760313760314,35.2840270840271,62.5833157583157,53.4539701039701,79.3021170187837,76.8965445048779,69.750616050616,63.3005711880712,30.5939273689274,78.2055254930255,83.6996091871092,52.9914321789322,60.9997234247234,46.7001242584576,17.448897707231,41.0760582010582,74.8709094917428,28.8744468494469,64.9759377967711,66.2188821980489,81.6204523871191,79.7357754899422,76.9082092290426,69.9579534662868,76.2881377881378,65.2119377536044,73.0591351549685,76.4425353967021,40.990535698869,1
Between opposing negotiators,30.0124831958165,62.6627986211319,40.842977701311,30.8583259333259,77.5451437451438,18.4467615717616,63.7087369420703,31.4517593517594,56.3329035162368,85.1314774731441,64.2554383887717,48.0328202661536,16.8825056116723,55.3183341350008,53.1727172518839,44.5472923681257,39.2383718133718,19.616981321148,14.6241301907969,78.205942360109,77.2705286996954,46.562165303832,55.1709304584305,52.0180814555815,29.3997615039282,64.9101819476819,50.9929789346456,33.0805123888457,51.707973970474,46.4099833808167,55.7420735129068,28.1224412932746,41.4298454631788,2
Between political opponents,30.2273156627323,64.6694567777901,51.5773502731836,30.7819474506974,77.538713678297,22.9920888525055,81.588138019388,29.4513568992736,50.4629193337527,89.7215165235999,43.9623478373478,48.2077102835436,14.9530767072434,46.3932171223838,39.9138428238428,30.5923545590212,24.772242356409,19.700007030007,15.0019110519111,87.3730155030155,60.5580230263564,53.1145395962063,73.1776430359764,57.3264140180807,27.5793402585069,72.4812785979453,58.1214177797511,51.2286489744823,64.4944438277772,45.5193520985188,45.8036909078576,17.2970327511994,38.3439808648142,2
Between business rivals,28.5832138540472,67.8214165464165,49.0546864401031,28.4577396369063,78.1299721883055,23.3963367650868,68.8223319119152,27.0652821715322,48.2884538301205,89.0949278345112,59.3272839814506,45.7595008695009,15.9860954477621,38.0183461908462,63.0206264414598,45.0811573611574,38.1287649695983,21.8615170940171,15.4629624387958,84.6989331347665,63.6608051824718,52.4912864296198,63.3377497502497,57.0608192733193,36.1479429521096,80.2962549795883,55.8695084236751,50.9830869747536,61.1522253980587,39.8603362686696,45.1369986494987,17.9826119867787,38.987695329362,2
Between enemies,20.2722510514177,60.8568700589534,53.0580488184655,45.3627565335899,48.9466298362132,24.8097256909757,50.3206168060335,26.8138740888741,40.3244722098889,73.2413332038332,43.0264293576794,54.7192669059336,17.679885361552,24.0526286367953,28.4759504384504,25.2417848509515,16.5261047594381,21.0793056018056,15.2962858746192,93.0556447873115,32.4793627360294,66.1726224084558,39.5198918365585,48.2144785769786,22.7298063048063,28.2885091760092,44.062927658761,50.088264975765,45.8411443494777,36.4233781650448,25.710686998187,12.8574658366325,34.7828177994845,2
Teacher and Student,81.0922204338871,33.8809756601423,63.1395588208088,40.7870722641556,73.8358195045695,36.7474708933042,78.3517011537845,57.0360563048063,54.2106106085273,51.2805938660105,55.6134411113578,51.6415706207373,45.7026094276094,88.0401446701447,25.011446300613,31.745768028268,67.5231448798115,57.1920938937606,18.7887393470727,25.0861656553323,42.835352641186,25.7165921732588,74.3145084853418,71.5243205868206,70.4559912309912,80.180480322147,71.9874292374292,56.5406796906797,75.1617795784462,75.5511027552694,84.3077208285542,76.7516596058263,77.4964774423108,1
Professor and Graduate student,79.2478797437131,39.515079673413,63.6953630474464,39.3990182656849,76.721275021275,32.8600832038332,75.4042938542938,56.3850882913383,58.1658364783365,55.374856316523,54.7312747437747,57.3291923816924,41.008979662313,85.8123033448033,26.979521620355,33.7473200873201,64.7338158446492,49.2483863667197,18.735516983017,23.3382017982018,44.0318130634797,23.8895772129105,67.2040279165279,66.174251365918,72.0663122371456,79.9138098013098,70.9779942279942,54.2410117660118,74.4678506678507,72.9366303449637,83.8982469690803,78.3979733229733,76.1038822288822,1
Master and Servant,55.8932686911854,26.1803411095078,56.4615856365856,34.4748462956796,72.6024685962186,33.4196383863051,47.8198412698413,35.7206441706442,47.2136511636512,56.2470652803986,64.5098402369236,56.5046100812768,26.3207272357272,48.2793960052294,66.1040430557097,46.2178747795415,76.9718329201663,39.8140498390498,18.4150788409122,36.2820898545899,38.1919723794724,44.7601854010187,36.6129635796302,49.7153365153365,38.9877704086037,62.9710729085729,54.943964677298,52.2488033571367,58.5834497292831,71.5719701594702,47.6098709932043,52.03308666642,54.8517246642247,1
Between Close Friends,87.8762770408604,88.6875694521528,83.5035092222592,86.6620729579063,25.3556569973237,71.3148002460502,50.5911868224368,85.3419834024001,69.3902729986063,25.4683152495653,39.0383967883968,75.4530898422565,85.5549811916479,81.5547316263983,34.920331643665,41.3103017353017,33.8547741147741,88.0924028132362,34.9205379497046,19.620048007548,49.6727221235554,16.6511013986014,63.6554727679728,87.7413375205042,88.2543693960361,25.5374215290882,81.1719128094128,90.7006342423009,81.3869453077786,82.3794040835707,90.2366742825076,94.00734666568,24.8891165932833,0
Between casual acquaintances,61.1864342447676,71.7670920129254,43.0530851864185,56.1065425315425,40.5312367416534,40.1612414591581,56.1126281126281,53.6392934997102,55.5297571255905,39.9390825994993,41.9981481481481,41.8765435182102,39.5485041193375,42.2130323380323,29.3039641531308,35.3370651570652,29.3771809055142,36.8517975851309,26.2626322134655,23.9735852727519,35.1468651101984,19.3598472515139,45.7926924926925,49.3709500376167,48.924500037,25.8980457813791,46.602702698536,40.207772628606,45.2640672599006,46.2177364302364,64.6613724238724,43.1807336182336,38.5698827407161,2
Between teammates in sports,73.9699411699412,77.5155099530099,70.7785567827235,46.6734148567482,57.4229463437797,40.9520191228525,85.7337059545393,63.0865782365782,80.8628952837286,75.8729263020929,58.4025497650498,44.666207712041,41.2550284591951,78.0006132756133,33.063958032708,39.1691718775052,47.5416686708353,52.1881914381914,17.9438411896745,42.4124158249158,59.9981411335578,24.0078172599006,63.0463630505297,70.8526085026085,91.3869867786535,76.8949983658317,81.3977961852962,48.9728314894981,90.5344234469235,73.815393711227,79.6682194348861,78.3453107078107,24.1701190784524,1
Between second cousins,69.6080942205942,75.2935510477177,51.6514570306237,71.0638364721698,33.9945984570985,42.0763924347258,62.5545089170089,68.0706703790037,59.5515655640656,39.0164216955884,46.6809600892934,58.3046045775212,49.5441849046016,52.1179593554593,24.0277346881514,34.0105399230399,29.3457411415745,46.8772967772968,22.2188983084816,31.3425194404361,39.5752775773609,16.9781475468975,43.3823955365622,53.973184377351,53.153225015725,21.4397290980624,51.3495109828443,73.4046744921745,53.6732075023742,34.9618802493803,72.7516680850014,55.4396839271839,37.4253505753506,0
Parent and Infant,88.1825022200022,34.5853180769847,91.584636351303,89.998489010989,29.987974987975,80.9732889024556,61.9938583021916,90.0772030438697,49.8599966391633,27.6225999309333,48.1050551300551,86.3348765432099,99.8705317059484,83.9772877585378,29.5466740820907,36.7914852894019,45.6766865079365,98.5109096921597,62.1724887766554,23.5480469376303,35.3655974426808,21.6116171637005,80.9652472527472,91.1375729209063,84.7169376919377,27.0974702766369,86.3276882068549,95.2830848164181,79.9884746426413,92.9537769329436,91.0722885139552,97.7678667012,75.1949934324934,0
Grandparent and Grandchild,88.3441829775163,39.4761998803665,80.0108222024889,86.8969034052367,31.3729212145879,72.3598962765629,63.3583045041378,86.3545542420542,48.5493429410096,27.2450301241968,47.0967470800804,82.2006934423601,94.5620721099888,79.5630651755652,29.0833012666346,38.5763397867564,40.6495330286997,91.2089816818984,50.7428671637005,20.0554333012666,37.546776294693,17.8970919512586,72.8387374970708,84.1190668899002,76.6889095472429,23.3201582368249,77.8189739273073,92.7494246494247,70.3585369877036,71.5446844821845,88.1843548426882,91.1192125775459,90.8176479384813,0
Step-parent and Step-child,64.6820904404238,31.996575338242,67.3694630986298,69.9599718183052,37.898638706972,57.2240342990343,57.707585007585,73.1848022348022,45.1718331051664,37.2618491076825,42.6816171482838,67.668134720218,69.2898518919352,64.1769871332371,30.1308030703864,37.8488726551227,37.17226330768,69.1687770562771,29.3116762866763,39.0715267756934,37.5159191117524,27.9311267436267,64.9705518247185,73.8761419136419,64.9513138096471,24.1261041427708,67.1876194792862,76.1560966810967,65.4792878417879,74.444306310973,77.8264530222863,72.1589372047706,69.7858317608318,0
Foster-parent and Foster-child,69.9276169817836,34.0091087924421,74.493327043327,73.1214159297493,37.1045571712238,57.0166037666038,59.0142325267325,75.876420647254,45.216112282779,33.2833279374946,42.119242640076,65.3390452140452,70.4786305515472,66.8697350489017,33.044051627385,35.8422378547379,42.0431818181818,72.7673851611352,27.9774320586821,32.2908750200417,38.7436187269521,25.4259399551066,66.9082288082288,77.1981607898275,66.3280571280571,30.1895829479163,72.703422965923,73.993751310418,66.6276912901913,79.4325108533442,80.2619281952615,74.6943499401833,71.8659254325921,0
Godparent and Godchild,75.0759792676459,39.7323856698857,59.4608787817121,70.5989922114922,37.9407889949557,51.1776197567864,59.6796082004415,69.3975677100677,47.0621065662732,34.956185018685,40.2622195705529,62.8186397707231,67.1503146544813,61.961224346641,28.9818753006253,35.4615710678211,34.1629679733846,63.0003577441077,25.21780002405,20.0289401956069,37.3333874458874,18.9191267837101,49.7822940947941,62.5483749275416,61.6595196470197,25.8576785868453,59.0547483380817,73.463149658983,56.6937727396061,54.8440172481839,77.3756664631665,70.5178173678174,70.4616432949766,0
Step-grandparent and Step-grandchild,62.6257756132756,33.5058228808229,58.2411482036482,67.7728916145583,38.8921226921227,53.0691570774904,57.3809252475919,68.9473415473416,44.7077581369248,33.4324605949606,41.7504171754172,62.030452340869,63.0732172919673,58.5577340869008,26.3619308160975,34.1901134359468,31.7399611191278,64.0315255731922,27.2456218935386,25.016497314414,35.8826408930576,21.6974096119929,54.7024726816393,64.2991161616162,59.0287006203673,22.3614179030846,56.9999861249861,68.7398923607257,56.9786031869365,55.2419119460786,76.0890820599154,66.0531767615101,86.7907153032153,0
Ancestor and Descendant,75.0438271604938,30.4148067981401,50.6543069584736,64.3090127465127,47.742608625942,37.4441498316498,62.6117564534231,63.0229397146064,43.1833994708995,30.9220879429213,36.6945727112394,65.0968855218855,55.6130751964085,53.2056597723264,26.1729597562931,30.3383678050345,28.7289321789322,50.9437610229277,46.3020723104056,26.8325276575277,30.6083493666827,21.2514009139009,63.8457786041119,68.4210961877629,67.5517645934313,28.7126797585131,46.5906482406482,81.6561037727704,41.3178256928257,44.8298778382112,82.0794275169275,69.019692653026,91.6494516286183,0
Bride and Groom,87.6685325476992,87.4764630431297,90.6202360910694,86.4402557319224,27.7864177489177,92.1120911495912,65.7833193041526,89.931715969216,73.0960237293571,30.6070827320827,51.9269921436588,84.7599506974507,98.4298741382075,89.5768678852012,43.9728715728716,48.2957471540805,43.5512485970819,97.064929052429,91.1500661375661,35.4575456950457,63.0594396344396,23.040538319705,66.071799034299,89.9903772153772,84.6807690766024,29.9556192264526,89.3633008966342,80.1186689853357,84.7044578877912,89.0554792429793,90.2365901074235,92.1553389511723,27.5414312539313,0
Man and His Mistress,67.129006333173,52.5619889369889,66.5815075356742,74.1280242905243,28.3253787878788,82.6733205066539,16.5308020683021,45.5055194805195,59.7646885521886,49.589101330768,57.1444404361071,68.6370089786756,75.678220699054,65.0858886483886,53.3912758537759,51.9503006253006,49.4470137886805,71.0824154240821,79.9329966329966,41.8771544813211,57.0615119448453,31.1778659611993,31.5933524808525,60.1905958239292,58.0701597784931,26.9402780861114,74.182147944648,47.1530315363649,66.2602098518765,64.0852044560378,25.518794322961,54.7392948101281,31.5249307790974,0
Man Wife and Man Mistress,36.3927348885682,42.6671717171717,42.9778258778259,57.7776895943563,41.2934624017957,38.3692720859387,25.3853475228475,35.0261724386724,38.4329324995992,57.1167648709315,44.7261123136123,66.4536075036075,46.5540083373417,40.9140111431778,31.95386002886,39.1565917107584,28.5443542568543,37.5732122815456,39.0081469456469,72.4871472663139,37.0380731922399,41.3807920474587,32.3278969487303,47.7498160789827,38.997354034854,23.3897705689372,46.7497430039097,39.1350832809166,46.313275304942,44.4447825322825,32.3469894303228,35.1171818921819,33.0299925383259,2
Brother and Sister,73.1319464486131,74.5865540323874,79.8502184543851,79.5139750681417,25.5533469616803,53.1577441077441,71.5780202821869,78.7412838704505,65.0570847362514,29.2919111752445,45.1423801507135,82.2922739297739,85.3911495911496,80.0779020362354,32.0058521725188,42.6251042167709,35.8022326438993,83.9685225268559,21.2287598204265,39.7096360429694,49.7766374058041,24.9860209235209,68.2658057991391,86.9286186036186,78.8561961186961,29.6665971374305,74.3846022804356,92.8741297282964,73.2298141673142,77.5611911236911,90.3492771117771,87.3094897386564,38.4107349440683,0
Between step-siblings,52.0458513708514,61.1028038319705,56.3857042648709,62.7486772486772,35.4835618085618,39.7533168991502,61.9994708994709,63.4421316337983,55.7372675164342,36.8188111271445,43.1109668109668,65.5487053070386,60.3981541606542,61.3077340869007,25.8973965848966,36.654816017316,30.145043690877,57.9526495109828,19.8670534712201,46.0097041847042,42.4917648709315,25.6,52.2495644787312,67.3931159889493,56.2323623906957,25.3307644515978,56.0989689323023,68.7007147173814,57.2360876777543,62.3885178093512,78.0671182212849,64.5270419395419,40.1560382518716,0
Between distant relatives,55.7058341350008,59.2645683020683,33.0781385281385,51.3505631713965,51.0269841269841,29.6960898669232,58.4737313612314,45.0294412377746,49.6071228154562,43.6911616161616,43.5733245149912,50.6882194965528,44.6789442039442,39.1021344396344,24.4947891614558,33.2852312810646,26.2567079525413,38.7889750681417,23.3924342632676,35.2875300625301,34.0595137886805,21.4107643899311,42.091154370321,49.8759024925692,44.9272898397898,26.5015334973668,41.6950046866714,67.0077186702187,43.3748185456519,32.5719260677594,75.1420944795945,52.1344373219373,60.4769503644504,2
Between close relatives,77.8551667468334,67.5518237934904,76.7333132916466,79.5553731762065,30.2739878948212,49.2152437069104,66.6587101170434,75.2441418149752,64.4332551707552,34.0190716690717,48.4477112393779,73.3610309443643,80.3241101491101,74.6043310084977,32.5490239698573,41.4068181818182,36.1966109507776,75.9887946929613,26.3884139009139,35.7446147987815,46.4545735129069,22.1873055956389,64.5782211615545,81.5193678235345,72.9102943352943,28.1571257446257,70.3565571773905,87.9877751877752,67.1512670971004,68.8332503915837,86.974985354152,80.2667508417508,56.772434972435,0
Between twins,76.9937750521084,88.3184383517717,87.9725228475229,83.4624579124579,22.7748837582171,73.0091189674523,58.2471300304634,86.7001282667949,63.4486371653038,23.5271765271765,39.7580527497194,90.181647981648,90.7304083262417,83.1272730356064,19.520459324626,31.0111986778653,22.8495621662288,96.0797925839593,24.96509000259,32.7859977011293,47.0164884498218,18.5959383209383,44.0469459552793,86.375966317633,83.4140065181732,19.7235764235764,80.3755184630185,94.9585331335331,79.8706461748128,88.3942054858721,89.1697180905514,93.7734362859363,21.6805961014294,0
Between a person and their family friends,83.2001082251082,68.5551587301588,72.7664542247876,79.4460357543691,31.2977392977393,61.9588143338143,61.5291245791246,79.5428491261825,64.2690796857464,30.721620971621,43.4489858906526,57.69479332396,79.5128083336417,73.0668495085162,25.2949222074222,31.7655674572341,28.0146187146187,80.2471375846376,30.1872494789161,32.4243828458741,44.9672725422725,20.9413140871474,55.707005957006,81.1007070090403,74.3770010853344,22.135707656541,78.2150698067365,80.8682137307137,67.4108792442126,71.533650300317,83.8936137936138,84.0189076355743,49.6270450228784,0
Between a person and their deceased spouse,72.5983966650633,64.7422799422799,65.5623456790124,75.9082691999359,25.5789161455828,69.1391293891294,38.1374098124098,75.3893658810325,47.2662337662338,23.8222382555716,31.3689754689755,76.8983539608539,89.0404029612363,44.9081420123087,23.0889431556098,24.4558749892083,19.7115561907229,87.3440866232533,59.0599875433209,20.2162082232258,27.4850988517655,14.9775193941861,40.971842971843,75.9609056067389,64.6316848275181,18.4419464794465,49.2221758180091,77.7763790222124,47.9526982276982,40.2208074333074,79.5445301611968,76.5086301044634,27.4331558873226,0
Manager and Staff,62.3250881834215,28.8849567099567,48.7280142696809,27.2975108225108,81.9713764630431,28.9470017636684,76.9540804874138,30.8213564213564,60.1060966810967,80.2635201218534,72.7426166426166,31.9289270914271,21.8447019030352,76.1867592284259,79.3656531739865,48.6668208334875,72.34947336614,30.9090832007499,17.5798413006746,52.5752952375759,61.8003177378177,39.8512842096175,65.6010264426931,57.2962539004206,59.856707335874,90.2830179080179,62.9072396739063,49.7318465485132,61.5473059348059,58.8736373194706,69.8739228364228,59.9719328510995,55.3545411378745,1
Foreman and Laborer,57.7545374378708,30.1595879429213,44.5838303671637,27.3429733846401,76.9370731120731,26.8029621612955,75.0911295494629,29.0097162097162,57.7741382074715,79.2752725669392,71.1097402597402,37.9390031265031,20.2073932240599,70.4046780380114,79.9061372269706,47.5439740814741,77.4933147099814,30.2200016033349,14.6656251156251,53.1427323894429,58.7732776482776,43.1999687041354,61.8954863038196,53.7692666901,58.164829306496,87.9785999494333,59.9685623018956,44.0402393902394,60.3767719934387,58.4345947262614,65.9948335615002,58.4652398527399,51.5034084742418,1
Owner and Manager,61.6777857944525,32.168089626423,47.3026695526696,27.0465287798621,80.3763748597082,27.0090307840308,69.928671637005,30.2231200897868,60.2793931377265,80.877076318743,72.2681377264711,44.1238392780059,20.0224690433024,76.2002261627262,81.6358499525166,48.1066646316646,74.8833009583009,30.5183344433344,16.6374626916294,49.1824004536724,63.8937565520899,38.6854557479558,63.2285171618505,56.4156567198234,62.6431503681504,89.3980823189157,61.4361960570294,51.6856040564374,60.4151977651978,57.3480778480779,67.4641670058337,64.3963835547169,50.8020097186764,1
Union leader and union member,66.4220258136925,44.2022085938753,44.4574194324194,34.4125741542408,70.9191398108065,27.0469977553311,73.9719416386083,42.3129188712522,54.8542568542569,73.1116442199775,62.3195967612634,38.9647301772302,23.4631826506826,65.4931944598611,55.9577471910805,38.4158924408924,65.2091334591335,29.2234894734895,16.1587209087209,42.2271391457795,63.0877301710635,34.3664593122927,65.290825686659,51.1708102083102,67.7694597069597,76.2031705948372,56.5456581998249,49.4423075381409,55.6334756293089,46.8732831982832,71.3723777765444,64.308750971251,50.9216650633317,1
Manager and Assistant,64.3313291646625,31.1701699535033,48.7114397947731,27.7110349527016,76.3417748917749,28.2033629950297,72.0481601731602,31.1820145903479,59.4109227192561,77.3746753246753,71.2947771364438,44.9570124320124,23.397448693282,77.0789088997422,76.4946706071706,45.745329361996,76.1921909880243,35.9780377030377,19.9135131843465,45.5045812293619,60.083645058645,36.3903070694737,59.5340697882365,56.6515234765235,65.1958358000025,89.1722246888913,63.3765974765975,50.0304325304325,62.6151518234852,62.7533471158471,68.6378652211985,68.1550797967465,50.3084989084989,1
Chief and Deputy,73.7518270309937,34.063326950827,65.0362296653963,31.1795508503842,82.4138176638176,22.4574243657577,78.91136332803,43.6243619035286,66.5337875087875,75.2631968340302,68.5274905649906,60.8106311535233,27.766049808942,80.2152589331511,58.6333802000469,40.4351908893576,63.2418859735036,41.8549794432147,15.9042285419736,38.2024330426291,49.0521590700512,25.317037555763,67.7929793971461,66.1736552028219,80.5856120731121,90.3438892897226,75.5857042648709,62.4602633477633,76.7613155363155,71.4575978034311,80.278872053872,77.9037918871252,49.5949735449736,1
